"","loan_id","amount","duration","payments","status","loan_year","loan_month","frequency","account_days","n_clients","gender","age","has_card","region","inhabitants","municipalities_inhabitants_under_499","municipalities_inhabitants_500_1999","municipalities_inhabitants_2000_9999","municipalities_inhabitants_over_10000","cities","ratio_urban_inhabitants","average_salary","unemploymant_rate_95","unemploymant_rate_96","enterpreneurs_per_1000","commited_crimes_95","commited_crimes_96","n_operation","n_credit","n_withdrawal","ratio_credit","ratio_withdrawal","n_collect_bank","n_withdraw_card","n_credit_cash","n_interest","n_remittance_bank","n_withdraw_cash","ratio_collect_bank","ratio_withdraw_card","ratio_credit_cash","ratio_interest","ratio_remittance_bank","ratio_withdraw_cash","amount_min","amount_max","amount_mean","amount_std","balance_last","balance_min","balance_max","balance_mean","balance_std","n_sanctions","until_broke","can_afford"
"14",6356,95400,36,2650,1,1993,12,2,268,1,1,22,0,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,0.175373134328358,0.082089552238806,0.0932835820895522,0.468085106382979,0.531914893617021,0,0,0.0485074626865672,0.0335820895522388,0,0.0932835820895522,0,0,0.276595744680851,0.191489361702128,0,0.531914893617021,-33500,35760,588.659574468085,16204.1817151389,27667,200,92354.8,41562.3234042553,23576.7433442569,0,10.4403773584906,TRUE
"15",5523,93888,36,2608,1,1993,12,1,156,1,0,43,0,"south Moravia",86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,0.121794871794872,0.0769230769230769,0.0448717948717949,0.631578947368421,0.368421052631579,0.032051282051282,0,0.0128205128205128,0.032051282051282,0,0.0448717948717949,0.263157894736842,0,0.105263157894737,0.263157894736842,0,0.368421052631579,-15500,15649,1827.17894736842,9929.78091112113,34716.3,600,52378.2,37510.4947368421,14598.865783435,0,13.3114647239264,TRUE
"16",6456,47016,12,3918,1,1993,12,1,239,1,0,35,0,"east Bohemia",112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854,2618,0.175732217573222,0.0920502092050209,0.0836820083682008,0.523809523809524,0.476190476190476,0,0,0.0585774058577406,0.0334728033472803,0.0167364016736402,0.0669456066945607,0,0,0.333333333333333,0.19047619047619,0.0952380952380952,0.380952380952381,-51800,47705,1399.36666666667,18411.8453201997,58773.2,200,112901.6,60382.0857142857,23888.3215594482,0,15.0008167432363,TRUE
"17",7104,259740,60,4329,1,1993,12,3,155,1,1,14,0,"north Moravia",228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,0.109677419354839,0.0645161290322581,0.0451612903225806,0.588235294117647,0.411764705882353,0.032258064516129,0,0.00645161290322581,0.0258064516129032,0.00645161290322581,0.0387096774193548,0.294117647058824,0,0.0588235294117647,0.235294117647059,0.0588235294117647,0.352941176470588,-21500,38960,3954.08823529412,17813.8283610262,67219.5,800,79633.5,45198.1529411765,19487.2396663213,0,15.52772002772,TRUE
"18",6820,38148,12,3179,1,1993,12,3,171,1,0,28,0,"Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.169590643274854,0.105263157894737,0.064327485380117,0.620689655172414,0.379310344827586,0.0350877192982456,0,0.0116959064327485,0.0584795321637427,0.0233918128654971,0.0409356725146199,0.206896551724138,0,0.0689655172413793,0.344827586206897,0.137931034482759,0.241379310344828,-20600,32706,1645.72068965517,12844.8747721577,47725.8,900,62324.6,37462.0931034483,13293.4318052437,0,15.0128342245989,TRUE
"19",6876,86616,12,7218,1,1993,12,3,125,1,1,32,0,"central Bohemia",75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,0.12,0.096,0.024,0.8,0.2,0,0,0.048,0.048,0,0.024,0,0,0.4,0.4,0,0.2,-11100,17859,2483.54666666667,7832.35875991998,37253.1,800,48353.1,25714.0466666667,11715.9751727452,0,5.16113881961762,TRUE
"20",7097,75624,24,3151,-1,1993,12,3,196,1,1,35,0,"south Moravia",387570,0,0,0,1,1,100,9897,1.6,1.96,140,18721,18696,0.11734693877551,0.076530612244898,0.0408163265306122,0.652173913043478,0.347826086956522,0,0,0.0306122448979592,0.0459183673469388,0,0.0408163265306122,0,0,0.260869565217391,0.391304347826087,0,0.347826086956522,-31100,49887,1824.13043478261,21502.1233505065,41954.8,400,89754.8,50009.9086956522,20688.4180488837,0,13.3147572199302,TRUE
"21",4959,80952,24,3373,1,1994,1,3,313,2,1,48,0,"Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.172523961661342,0.0702875399361022,0.10223642172524,0.407407407407407,0.592592592592593,0.0319488817891374,0,0.00638977635782748,0.0319488817891374,0.0159744408945687,0.0862619808306709,0.185185185185185,0,0.037037037037037,0.185185185185185,0.0925925925925926,0.5,-22400,30354,515.568518518519,11895.9984649163,27855.2,1100,67529.6,32590.6240740741,12061.7056818761,0,8.25828639193596,TRUE
"22",6499,80952,24,3373,1,1994,1,3,313,2,1,48,0,"Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.172523961661342,0.0702875399361022,0.10223642172524,0.407407407407407,0.592592592592593,0.0319488817891374,0,0.00638977635782748,0.0319488817891374,0.0159744408945687,0.0862619808306709,0.185185185185185,0,0.037037037037037,0.185185185185185,0.0925925925925926,0.5,-22400,30354,532.394444444444,11890.4618277324,28763.7,1100,67529.6,33312.5388888889,12270.8957420796,0,8.52763118885265,TRUE
"23",5479,24516,12,2043,1,1994,1,3,317,1,1,35,0,"Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.230283911671924,0.0977917981072555,0.132492113564669,0.424657534246575,0.575342465753425,0,0,0.0662460567823344,0.0315457413249211,0,0.132492113564669,0,0,0.287671232876712,0.136986301369863,0,0.575342465753425,-59200,49536,1077.48219178082,24002.8330714391,78670.8,200,125254.2,55582.2260273973,29534.2181133033,0,38.5074889867841,TRUE
"24",5170,253200,60,4220,1,1994,1,2,255,1,0,43,0,"east Bohemia",139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,0.16078431372549,0.0823529411764706,0.0784313725490196,0.51219512195122,0.48780487804878,0,0,0.0509803921568627,0.0313725490196078,0,0.0784313725490196,0,0,0.317073170731707,0.195121951219512,0,0.48780487804878,-42600,46304,1979.28536585366,18722.0994186891,81150.6,800,104417.9,47302.5463414634,26552.7395045982,0,19.23,TRUE
"25",6721,21072,24,878,1,1994,1,3,135,1,0,29,0,"south Bohemia",74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181,0.111111111111111,0.0962962962962963,0.0148148148148148,0.866666666666667,0.133333333333333,0,0,0.0518518518518519,0.0444444444444444,0,0.0148148148148148,0,0,0.466666666666667,0.4,0,0.133333333333333,-5700,9738,2057.80666666667,4342.03050368746,30867,1100,33467,21575.6866666667,9070.83734462628,0,35.1560364464693,TRUE
"26",7259,108144,36,3004,1,1994,1,3,256,2,0,30,0,"south Moravia",108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305,0.21484375,0.08984375,0.125,0.418181818181818,0.581818181818182,0,0,0.05859375,0.03125,0.0234375,0.1015625,0,0,0.272727272727273,0.145454545454545,0.109090909090909,0.472727272727273,-60600,45740,398.570909090909,21829.6021414235,21921.3,900,123863.4,54652.8981818182,25585.472260311,0,7.29737017310253,TRUE
"27",5285,78936,12,6578,1,1994,2,3,273,1,0,37,0,"west Bohemia",51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,0.186813186813187,0.0879120879120879,0.0989010989010989,0.470588235294118,0.529411764705882,0,0,0.0549450549450549,0.032967032967033,0.032967032967033,0.0659340659340659,0,0,0.294117647058824,0.176470588235294,0.176470588235294,0.352941176470588,-6300,11416,482.372549019608,4574.92527064993,24601,900,40560.3,25900.3196078431,7684.86970531107,0,3.73989054423837,TRUE
"28",5189,149040,48,3105,1,1994,2,3,292,1,0,25,0,"central Bohemia",75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,0.184931506849315,0.0684931506849315,0.116438356164384,0.37037037037037,0.62962962962963,0.0308219178082192,0,0.00684931506849315,0.0308219178082192,0.0171232876712329,0.0993150684931507,0.166666666666667,0,0.037037037037037,0.166666666666667,0.0925925925925926,0.537037037037037,-15900,27946,352.474074074074,10176.8112241393,19048.1,200,62441.6,36845.5888888889,12658.2467643,0,6.134653784219,TRUE
"29",6650,49320,12,4110,-1,1994,2,1,167,1,0,48,0,"west Bohemia",122603,25,21,6,2,8,80,8991,1.39,2.01,128,5198,5273,0.293413173652695,0.101796407185629,0.191616766467066,0.346938775510204,0.653061224489796,0,0,0.0718562874251497,0.029940119760479,0.0598802395209581,0.131736526946108,0,0,0.244897959183673,0.102040816326531,0.204081632653061,0.448979591836735,-62700,45628,319.869387755102,17673.6433806837,15673.6,900,126833,46576.2775510204,24439.8771809198,0,3.81352798053528,TRUE
"30",7226,197748,36,5493,1,1994,2,3,163,2,0,23,0,"central Bohemia",53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875,0.098159509202454,0.0674846625766871,0.0306748466257669,0.6875,0.3125,0,0,0.0429447852760736,0.0245398773006135,0,0.0306748466257669,0,0,0.4375,0.25,0,0.3125,-25100,36216,2705.9125,19254.8698157765,43294.5,300,74413.6,44735.43125,19635.3576744511,0,7.88175860185691,TRUE
"31",6087,300660,60,5011,1,1994,2,3,304,1,1,44,0,"north Bohemia",128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,0.217105263157895,0.0789473684210526,0.138157894736842,0.363636363636364,0.636363636363636,0,0,0.0493421052631579,0.0296052631578947,0.0493421052631579,0.0888157894736842,0,0,0.227272727272727,0.136363636363636,0.227272727272727,0.409090909090909,-48900,44519,513.924242424242,17285.9087964651,33918.9,800,135175.2,45854.8909090909,30520.9608072814,0,6.76888844542008,TRUE
"32",7262,182628,36,5073,1,1994,3,3,142,1,1,34,0,"north Moravia",138032,67,30,4,2,5,64.6,8819,5.38,5.66,99,4063,4505,0.0915492957746479,0.0704225352112676,0.0211267605633803,0.769230769230769,0.230769230769231,0,0,0.0422535211267606,0.028169014084507,0,0.0211267605633803,0,0,0.461538461538462,0.307692307692308,0,0.230769230769231,-12600,23204,3512.37692307692,11034.0778861937,45660.9,500,52246,33229.1076923077,14579.4217665666,0,9.00076877587226,TRUE
"33",5519,91632,12,7636,1,1994,3,3,365,2,0,31,0,"east Bohemia",139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,0.191780821917808,0.073972602739726,0.117808219178082,0.385714285714286,0.614285714285714,0,0,0.0410958904109589,0.0328767123287671,0.0219178082191781,0.0958904109589041,0,0,0.214285714285714,0.171428571428571,0.114285714285714,0.5,-18300,26378,472.311428571429,9484.3743234087,33061.9,700,64577.8,40976.9428571429,10641.4227535957,0,4.32974070193819,TRUE
"34",6577,51696,24,2154,1,1994,3,3,396,1,0,26,1,"north Moravia",323870,0,0,0,1,1,100,10673,4.75,5.44,100,18782,18347,0.257575757575758,0.111111111111111,0.146464646464646,0.431372549019608,0.568627450980392,0,0.0126262626262626,0.0782828282828283,0.0328282828282828,0,0.133838383838384,0,0.0490196078431373,0.303921568627451,0.127450980392157,0,0.519607843137255,-59600,46889,374.532352941176,21241.1719009656,38202.2,600,124339.4,58226.5049019608,26115.0300582261,0,17.7354688950789,TRUE
"35",6509,55368,24,2307,1,1994,3,3,362,1,0,54,0,"south Moravia",197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,0.270718232044199,0.129834254143646,0.140883977900552,0.479591836734694,0.520408163265306,0,0,0.069060773480663,0.0607734806629834,0,0.140883977900552,0,0,0.255102040816327,0.224489795918367,0,0.520408163265306,-34100,48139,126.679591836735,13447.7477595594,12414.4,200,113350.7,46061.3193877551,24131.838911621,0,5.38118768964023,TRUE
"36",6520,91200,24,3800,1,1994,3,3,231,2,0,38,0,"north Bohemia",119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,0.155844155844156,0.0779220779220779,0.0779220779220779,0.5,0.5,0.0346320346320346,0,0.012987012987013,0.0303030303030303,0.012987012987013,0.0649350649350649,0.222222222222222,0,0.0833333333333333,0.194444444444444,0.0833333333333333,0.416666666666667,-22100,34198,908.755555555556,14394.2599902569,32715.3,700,76736.9,32558.5333333333,15743.4335553044,0,8.60928947368421,TRUE
"37",6699,7656,24,319,1,1994,3,3,367,2,0,31,0,"east Bohemia",78955,50,24,8,1,9,59,9060,1.78,2.44,124,1655,1717,0.220708446866485,0.0980926430517711,0.122615803814714,0.444444444444444,0.555555555555556,0,0,0.0381471389645777,0.0599455040871935,0.0217983651226158,0.100817438692098,0,0,0.172839506172839,0.271604938271605,0.0987654320987654,0.45679012345679,-21700,31677,448.802469135802,10984.0300006188,36353.1,600,73069.1,46444.6395061728,12923.5603454957,0,113.959561128527,TRUE
"38",6336,212400,36,5900,1,1994,3,2,391,1,0,27,0,"north Bohemia",85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,0.181585677749361,0.0792838874680307,0.10230179028133,0.436619718309859,0.563380281690141,0,0,0.0485933503836317,0.030690537084399,0,0.10230179028133,0,0,0.267605633802817,0.169014084507042,0,0.563380281690141,-42900,48828,904.523943661972,18249.0486977695,64221.1,300,133215.2,51034.361971831,27309.5010856471,0,10.8849322033898,TRUE
"39",7055,167100,60,2785,1,1994,4,3,335,2,0,24,0,"south Moravia",145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,0.235820895522388,0.0985074626865672,0.137313432835821,0.417721518987342,0.582278481012658,0,0,0.0656716417910448,0.0328358208955224,0,0.137313432835821,0,0,0.278481012658228,0.139240506329114,0,0.582278481012658,-49200,49980,497.59746835443,21140.7984682551,39310.2,1100,143605.7,63707.6265822785,26493.5915888754,0,14.114973070018,TRUE
"40",6103,149340,60,2489,1,1994,4,2,321,1,1,31,0,"east Bohemia",105606,77,26,7,2,7,53,8254,2.79,3.76,97,2166,2325,0.174454828660436,0.0716510903426791,0.102803738317757,0.410714285714286,0.589285714285714,0.0311526479750779,0,0.00934579439252336,0.0311526479750779,0.0186915887850467,0.0841121495327103,0.178571428571429,0,0.0535714285714286,0.178571428571429,0.107142857142857,0.482142857142857,-13200,22404,420.326785714286,8513.67877149347,23568.3,500,53214,29069.1160714286,10432.3446424138,0,9.46898352752109,TRUE
"41",6202,65184,12,5432,1,1994,4,3,448,1,1,36,0,"central Bohemia",75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813,0.183035714285714,0.0669642857142857,0.116071428571429,0.365853658536585,0.634146341463415,0.0334821428571429,0,0.00223214285714286,0.03125,0,0.116071428571429,0.182926829268293,0,0.0121951219512195,0.170731707317073,0,0.634146341463415,-39900,48891,829.213414634146,18176.2555245034,67995.4,900,102410.3,47426.55,18172.7682504688,0,12.5175625920471,TRUE
"42",7066,215388,36,5983,-1,1994,5,3,156,1,1,34,0,"north Bohemia",119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,0.0961538461538462,0.0641025641025641,0.032051282051282,0.666666666666667,0.333333333333333,0,0,0.0192307692307692,0.0448717948717949,0,0.032051282051282,0,0,0.2,0.466666666666667,0,0.333333333333333,-11400,49757,2044.19333333333,14013.0826350882,30662.8,1000,50757,32702.7266666667,10504.3104701605,0,5.1249874644827,TRUE
"43",6696,89040,60,1484,1,1994,5,3,392,2,0,24,0,"north Moravia",148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590,0.221938775510204,0.112244897959184,0.10969387755102,0.505747126436782,0.494252873563218,0,0,0.0459183673469388,0.0663265306122449,0.0204081632653061,0.0892857142857143,0,0,0.206896551724138,0.298850574712644,0.0919540229885057,0.402298850574713,-11400,15843,336.850574712644,5561.91475555947,29305.8,800,46550.2,30045.4,8832.0792786139,0,19.7478436657682,TRUE
"44",6072,193968,36,5388,1,1994,5,1,197,1,1,21,0,"north Moravia",226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,0.147208121827411,0.101522842639594,0.0456852791878173,0.689655172413793,0.310344827586207,0,0,0.0609137055837563,0.0406091370558376,0,0.0456852791878173,0,0,0.413793103448276,0.275862068965517,0,0.310344827586207,-54200,41783,2785.51724137931,23715.5014784946,80780,800,120567.3,63579.2172413793,30034.3134358623,0,14.992576095026,TRUE
"45",5130,24312,12,2026,1,1994,5,3,455,1,0,38,0,"south Bohemia",93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,0.171428571428571,0.0813186813186813,0.0901098901098901,0.474358974358974,0.525641025641026,0.032967032967033,0,0.0153846153846154,0.032967032967033,0,0.0901098901098901,0.192307692307692,0,0.0897435897435897,0.192307692307692,0,0.525641025641026,-24322,18231,364.894871794872,7820.33730147265,28461.9,1100,48277.9,29380.8397435897,7695.86280086246,0,14.048321816387,TRUE
"46",5568,272520,60,4542,1,1994,5,3,333,2,1,54,0,"central Bohemia",92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316,0.252252252252252,0.102102102102102,0.15015015015015,0.404761904761905,0.595238095238095,0,0,0.0690690690690691,0.033033033033033,0.03003003003003,0.12012012012012,0,0,0.273809523809524,0.130952380952381,0.119047619047619,0.476190476190476,-56700,42400,357.264285714286,16988.1505737824,30009.9,1100,121891.4,44602.6416666667,24196.754530887,0,6.60719947159842,TRUE
"47",6678,80340,12,6695,1,1994,5,3,319,2,0,18,0,"Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.163009404388715,0.0689655172413793,0.0940438871473354,0.423076923076923,0.576923076923077,0.0313479623824451,0,0.00940438871473354,0.0282131661442006,0,0.0940438871473354,0.192307692307692,0,0.0576923076923077,0.173076923076923,0,0.576923076923077,-39200,61260,1718.12884615385,22922.6151887926,89342.6,1100,122523.5,61531.5903846154,26678.2587142345,0,13.3446751306945,TRUE
"48",6998,97632,12,8136,1,1994,5,3,301,1,0,25,0,"south Bohemia",103347,87,16,7,1,7,67,9104,1.51,2.07,123,2299,2354,0.215946843853821,0.0664451827242525,0.149501661129568,0.307692307692308,0.692307692307692,0.0332225913621262,0,0.00332225913621262,0.0299003322259136,0.0398671096345515,0.109634551495017,0.153846153846154,0,0.0153846153846154,0.138461538461538,0.184615384615385,0.507692307692308,-54700,73224,635.849230769231,24327.1118473243,41330.1,1100,119900.1,53379.1276923077,22871.8265868698,0,5.07990412979351,TRUE
"49",6580,196080,48,4085,1,1994,5,3,231,1,1,35,0,"west Bohemia",87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198,0.203463203463203,0.0865800865800866,0.116883116883117,0.425531914893617,0.574468085106383,0,0,0.0562770562770563,0.0303030303030303,0,0.116883116883117,0,0,0.276595744680851,0.148936170212766,0,0.574468085106383,-35700,46888,1848.02978723404,16576.2702743215,86857.4,900,97457.4,49143.9659574468,23182.3966120405,0,21.2625214198286,TRUE
"50",6316,76908,12,6409,-1,1994,5,3,485,1,0,48,0,"central Bohemia",149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892,0.210309278350515,0.0865979381443299,0.123711340206186,0.411764705882353,0.588235294117647,0,0,0.0536082474226804,0.0329896907216495,0,0.123711340206186,0,0,0.254901960784314,0.156862745098039,0,0.588235294117647,-52200,47434,145.96568627451,19010.2912021982,14888.6,1100,126002.8,52890.4039215686,23250.7804345665,0,2.32307692307692,TRUE
"51",6512,63312,48,1319,1,1994,5,3,402,1,0,38,0,"west Bohemia",51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,0.203980099502488,0.0870646766169154,0.116915422885572,0.426829268292683,0.573170731707317,0,0,0.0572139303482587,0.0298507462686567,0.0422885572139304,0.0746268656716418,0,0,0.280487804878049,0.146341463414634,0.207317073170732,0.365853658536585,-4600,10500,348.212195121951,2812.95548969584,28553.5,500,31462.9,22551.7792682927,5522.43286901478,0,21.6478392721759,TRUE
"52",6407,25944,24,1081,1,1994,5,3,260,1,0,34,0,"north Bohemia",118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471,0.142307692307692,0.0730769230769231,0.0692307692307692,0.513513513513513,0.486486486486487,0,0,0.0423076923076923,0.0307692307692308,0,0.0692307692307692,0,0,0.297297297297297,0.216216216216216,0,0.486486486486487,-29900,36289.5,1875.64864864865,15950.6237954233,69398.9,600,80155.2,56927.4540540541,17426.036797827,0,64.1987974098057,TRUE
