"","account_id","n_operation","n_credit","n_withdrawal","ratio_credit","ratio_withdrawal","n_collect_bank","n_withdraw_card","n_credit_cash","n_interest","n_remittance_bank","n_withdraw_cash","ratio_collect_bank","ratio_withdraw_card","ratio_credit_cash","ratio_interest","ratio_remittance_bank","ratio_withdraw_cash","amount_min","amount_max","amount_mean","amount_std","balance_last","balance_min","balance_max","balance_mean","balance_std","n_sanctions"
"11",15,221,81,140,0.366515837104072,0.633484162895928,0,0,42,39,35,105,0,0,0.190045248868778,0.176470588235294,0.158371040723982,0.475113122171946,-46720,25598,151.874660633484,10164.2440237598,33578.9,800,66670.5,41623.9864253394,10452.8746984305,0
"12",18,187,93,94,0.497326203208556,0.502673796791444,0,0,57,36,0,94,0,0,0.304812834224599,0.192513368983957,0,0.502673796791444,-70200,47679,142.990909090909,17121.4061994082,26739,575.7,155603.3,43914.8267379679,28240.4613556551,0
"13",19,80,46,34,0.575,0.425,13,0,9,24,0,34,0.1625,0,0.1125,0.3,0,0.425,-18200,22708,198.18,9205.68908032666,15854,715,58157.5,25197.0925,15039.2484049323,0
"14",20,5,5,0,1,0,4,0,1,0,0,0,0.8,0,0.2,0,0,0,500,3005,2504,1120.27005672739,12520,500,12520,6510,4751.32218440299,0
"15",22,174,70,104,0.402298850574713,0.597701149425287,0,0,37,33,28,76,0,0,0.21264367816092,0.189655172413793,0.160919540229885,0.436781609195402,-27600,25310,382.762068965517,9969.32540315764,66615.1,1100,68159.8,38711.6195402299,10068.8887510376,0
"16",23,234,88,146,0.376068376068376,0.623931623931624,0,0,45,43,38,108,0,0,0.192307692307692,0.183760683760684,0.162393162393162,0.461538461538462,-40480,33132,306.156837606838,13103.9854456629,71655.1,800,72983.2,44445.3632478632,11831.8965347355,0
"17",24,3,3,0,1,0,0,0,2,1,0,0,0,0,0.666666666666667,0.333333333333333,0,0,69.6,18925.5,6665.03333333333,10628.0615919994,19995.1,1000,19995.1,13640.2,10946.7896239034,0
"18",26,222,85,137,0.382882882882883,0.617117117117117,41,0,3,41,36,101,0.184684684684685,0,0.0135135135135135,0.184684684684685,0.162162162162162,0.454954954954955,-29100,37203,134.795045045045,14174.8559612694,29939.3,800,83469.3,34495.1644144144,14005.848096845,0
"19",27,212,83,129,0.391509433962264,0.608490566037736,0,0,44,39,34,95,0,0,0.207547169811321,0.183962264150943,0.160377358490566,0.44811320754717,-8800,12940,99.8349056603774,5041.26411900265,21179.6,900,40464.1,24505.1481132075,6712.28654824353,0
"20",29,177,51,126,0.288135593220339,0.711864406779661,0,0,26,25,62,64,0,0,0.146892655367232,0.141242937853107,0.350282485875706,0.361581920903955,-18000,26667,154.316384180791,8928.30396726233,27328.4,700,59950.3,35945.5367231638,9464.42258011888,0
"21",30,136,60,76,0.441176470588235,0.558823529411765,0,0,39,21,0,76,0,0,0.286764705882353,0.154411764705882,0,0.558823529411765,-60200,49290,255.794117647059,22038.927245227,34802.4,400,129089.9,54255.8941176471,27317.7488695096,0
"22",31,250,108,142,0.432,0.568,0,0,76,32,30,112,0,0,0.304,0.128,0.12,0.448,-61700,49537,158.5656,20977.142885639,39655.8,800,128844.3,64057.862,25917.5353436563,0
"23",32,65,34,31,0.523076923076923,0.476923076923077,0,0,18,16,0,31,0,0,0.276923076923077,0.246153846153846,0,0.476923076923077,-21500,24822,791.301538461538,11946.8806462254,51434.5,700,75123.2,47728.7030769231,12302.5874724203,0
"24",33,213,82,131,0.384976525821596,0.615023474178404,0,11,42,40,35,85,0,0.0516431924882629,0.197183098591549,0.187793427230047,0.164319248826291,0.39906103286385,-27000,35384,486.909389671362,14199.4459868243,103726,600,103726,60322.3671361502,14573.0145828556,0
"25",34,248,79,169,0.318548387096774,0.681451612903226,39,0,1,39,69,100,0.157258064516129,0,0.00403225806451613,0.157258064516129,0.278225806451613,0.403225806451613,-36300,47768,170.067741935484,17163.8998809397,42206.5,600,94579.7,54321.2443548387,17282.1875161593,0
"26",35,241,79,162,0.327800829875519,0.672199170124481,41,0,1,37,74,88,0.170124481327801,0,0.004149377593361,0.153526970954357,0.307053941908714,0.365145228215768,-14950,5446,65.5373443983403,2791.12691211207,15809.1,600,32520.4,21336.8929460581,5396.81734199967,0
"27",36,244,86,158,0.352459016393443,0.647540983606557,0,0,44,42,38,120,0,0,0.180327868852459,0.172131147540984,0.155737704918033,0.491803278688525,-41120,29778,110.974180327869,11465.4495116694,27092.3,500,70709.2,42214.8659836066,12201.6942334605,0
"28",39,237,76,161,0.320675105485232,0.679324894514768,39,0,1,36,70,91,0.164556962025316,0,0.00421940928270042,0.151898734177215,0.29535864978903,0.383966244725738,-5700,6474,125.25864978903,3116.94543572708,29700.7,1100,36322.3,26628.7253164557,4819.69759185146,0
"29",40,234,85,149,0.363247863247863,0.636752136752137,0,0,47,38,68,81,0,0,0.200854700854701,0.162393162393162,0.290598290598291,0.346153846153846,-10200,9753,34.9888888888889,3778.90768704028,8201.4,700,41560,24650.1230769231,7788.76190638249,0
"30",42,13,10,3,0.769230769230769,0.230769230769231,0,0,6,4,0,3,0,0,0.461538461538462,0.307692307692308,0,0.230769230769231,-11000,13659,2093,7232.78497744818,27209.1,800,38101,22486.5615384615,9638.09532165099,0
"31",43,177,63,114,0.355932203389831,0.644067796610169,0,16,32,31,26,72,0,0.0903954802259887,0.180790960451977,0.175141242937853,0.146892655367232,0.406779661016949,-32800,35862,329.064971751412,13638.4071846716,58259,1100,84913.2,60865.8627118644,12934.3112173182,0
"32",44,197,83,114,0.421319796954315,0.578680203045685,43,0,1,39,39,75,0.218274111675127,0,0.0050761421319797,0.197969543147208,0.197969543147208,0.380710659898477,-6000,4200,135.150253807107,2425.30998764821,26639.2,400,29423.9,17494.0487309645,3739.08405491987,0
"33",47,352,85,267,0.241477272727273,0.758522727272727,41,0,3,41,146,121,0.116477272727273,0,0.00852272727272727,0.116477272727273,0.414772727272727,0.34375,-63300,52886,122.251988636364,16269.2042731534,43047.1,300,108508.9,47380.0247159091,18679.5289958506,0
"34",48,4,3,1,0.75,0.25,0,0,2,1,0,1,0,0,0.5,0.25,0,0.25,-4800,34221,7545.425,17952.5000280137,30181.7,700,34921,23980.925,15682.653277507,0
"35",50,209,67,142,0.320574162679426,0.679425837320574,0,0,35,32,54,88,0,0,0.167464114832536,0.15311004784689,0.258373205741627,0.421052631578947,-23600,24195,145.623444976077,8464.77892297728,30449.6,900,54126.1,34392.0894736842,8228.67306698657,0
"36",51,31,15,16,0.483870967741935,0.516129032258065,0,0,8,7,5,11,0,0,0.258064516129032,0.225806451612903,0.161290322580645,0.354838709677419,-19700,30950,1954.30322580645,13410.6818914248,60598.1,800,64131.5,42637.2258064516,13767.7842860781,0
"37",53,78,39,39,0.5,0.5,19,0,1,19,15,24,0.243589743589744,0,0.0128205128205128,0.243589743589744,0.192307692307692,0.307692307692308,-3750,4277,301.691025641026,2556.17338182885,23546.6,700,27049.6,17425.2923076923,4524.55009627546,0
"38",54,89,41,48,0.460674157303371,0.539325842696629,20,0,1,20,16,32,0.224719101123595,0,0.0112359550561798,0.224719101123595,0.179775280898876,0.359550561797753,-8070,3421,167.280898876405,2106.54670717679,14902.5,1000,21631.9,15664.0966292135,3571.24387075712,0
"39",55,32,17,15,0.53125,0.46875,10,0,1,6,5,10,0.3125,0,0.03125,0.1875,0.15625,0.3125,-4300,4629,677.775,2994.535946493,21703.3,300,23445,17725.196875,5051.81362038934,0
"40",56,159,65,94,0.408805031446541,0.591194968553459,0,0,34,31,27,67,0,0,0.213836477987421,0.19496855345912,0.169811320754717,0.421383647798742,-23840,21890,183.761006289308,8846.96590074677,35032.6,900,54275.3,31509.127672956,7705.22456646197,0
"41",57,109,39,70,0.357798165137615,0.642201834862385,0,0,20,19,15,55,0,0,0.18348623853211,0.174311926605505,0.137614678899083,0.504587155963303,-22700,31962,323.791743119266,12324.1733696282,35307.6,700,74238.3,44657.9422018349,13177.0316399288,0
"42",58,7,6,1,0.857142857142857,0.142857142857143,4,0,1,1,0,1,0.571428571428571,0,0.142857142857143,0.142857142857143,0,0.142857142857143,-700,5804,3307.17142857143,3136.74867854933,23150.2,600,23816,15329.4571428571,9195.79525269695,0
"43",59,217,72,145,0.331797235023041,0.668202764976959,0,0,39,33,58,87,0,0,0.179723502304147,0.152073732718894,0.267281105990783,0.400921658986175,-22880,21424,202.352534562212,7437.78763892004,43924.8,600,65210.7,40433.1631336406,9960.02150088902,0
"44",61,196,69,127,0.352040816326531,0.647959183673469,36,0,1,32,63,64,0.183673469387755,0,0.00510204081632653,0.163265306122449,0.321428571428571,0.326530612244898,-3680,4019,113.230102040816,2007.31882745067,22207.6,700,31764.7,20520.2270408163,4598.36821562778,0
"45",62,232,87,145,0.375,0.625,45,0,1,41,41,104,0.193965517241379,0,0.00431034482758621,0.176724137931034,0.176724137931034,0.448275862068966,-6500,5079,70.7568965517241,2717.66956430164,16430,1100,36365.9,25276.4706896552,4569.66917253426,0
"46",63,2,2,0,1,0,1,0,1,0,0,0,0.5,0,0.5,0,0,0,600,5024,2812,3128.24039996929,5624,600,5624,3112,3552.50446868121,0
"47",65,7,5,2,0.714285714285714,0.285714285714286,0,0,3,2,0,2,0,0,0.428571428571429,0.285714285714286,0,0.285714285714286,-17800,36885,6271.2,18290.8837795407,43898.4,600,61585.3,32064.1857142857,19556.687586725,0
"48",66,189,75,114,0.396825396825397,0.603174603174603,37,0,1,37,0,114,0.195767195767196,0,0.00529100529100529,0.195767195767196,0,0.603174603174603,-60600,67070,260.756084656085,27960.2015473671,49382.8,400,129812.6,66326.3825396825,24032.4520675394,0
"49",67,125,37,88,0.296,0.704,18,0,1,18,28,60,0.144,0,0.008,0.144,0.224,0.48,-41400,62235,189.5152,20882.0293928854,23703.8,700,107069.6,52523.2448,20955.6469983724,0
"50",68,194,49,145,0.252577319587629,0.747422680412371,24,0,1,24,77,68,0.123711340206186,0,0.00515463917525773,0.123711340206186,0.396907216494845,0.350515463917526,-38700,53336,516.123711340206,16674.265208807,100228,200,112710,56670.7556701031,19642.0495166624,0
"51",69,65,45,20,0.692307692307692,0.307692307692308,0,0,33,12,0,20,0,0,0.507692307692308,0.184615384615385,0,0.307692307692308,-20600,43725,583.989230769231,8113.96609204469,37959.4,600,71708,33649.5630769231,17484.0478067738,0
"52",70,113,49,64,0.433628318584071,0.566371681415929,0,0,27,22,18,46,0,0,0.238938053097345,0.194690265486726,0.15929203539823,0.407079646017699,-11400,13630,298.361946902655,5414.53880517403,33729.4,500,48087.2,33161.1327433628,7209.29674786862,0
"53",71,278,70,208,0.251798561151079,0.748201438848921,0,1,36,34,117,90,0,0.00359712230215827,0.129496402877698,0.122302158273381,0.420863309352518,0.323741007194245,-36320,32576,183.123021582734,10399.9722193174,50922.5,700,75377.7,47027.4276978417,11543.9916381081,0
"54",72,50,22,28,0.44,0.56,0,0,15,7,10,18,0,0,0.3,0.14,0.2,0.36,-62300,49740,975.8,23573.6594738314,48819.8,1100,120331.9,54186.48,29114.9242597297,0
"55",73,218,79,139,0.362385321100917,0.637614678899083,0,23,41,38,34,82,0,0.105504587155963,0.188073394495413,0.174311926605505,0.155963302752294,0.376146788990826,-18500,28666.5,209.000458715596,10605.2928367459,45576.6,400,67129.5,42345.8197247706,10552.953626295,0
"56",75,83,34,49,0.409638554216867,0.590361445783133,0,0,18,16,12,37,0,0,0.216867469879518,0.192771084337349,0.144578313253012,0.44578313253012,-16600,18825,403.131325301205,7563.81496052459,33474.5,700,49848.3,25922.5759036145,7776.3224582561,0
"57",76,31,18,13,0.580645161290323,0.419354838709677,0,0,11,7,3,10,0,0,0.354838709677419,0.225806451612903,0.0967741935483871,0.32258064516129,-8800,11720,992.558064516129,5515.18327895965,30783.8,200,44113.4,29628.4967741935,8599.73671242261,0
"58",77,4,4,0,1,0,1,0,2,1,0,0,0.25,0,0.5,0.25,0,0,46.7,25635,6695.425,12629.2061266402,26781.7,400,26781.7,19987.925,13063.0818424482,0
"59",78,244,87,157,0.35655737704918,0.64344262295082,0,0,45,42,37,120,0,0,0.184426229508197,0.172131147540984,0.151639344262295,0.491803278688525,-18800,26217,140.489344262295,9564.27818570049,34293.4,400,57055.9,31626.9102459016,9601.89931169621,0
"60",79,2,2,0,1,0,1,0,1,0,0,0,0.5,0,0.5,0,0,0,600,4182,2391,2532.85649021021,4782,600,4782,2691,2957.12055892214,0
"61",80,56,27,29,0.482142857142857,0.517857142857143,15,0,1,11,10,19,0.267857142857143,0,0.0178571428571429,0.196428571428571,0.178571428571429,0.339285714285714,-5250,3378,324.573214285714,2133.83688134275,18190.7,900,20313,16507.0928571429,3492.03646090812,0
"62",81,20,15,5,0.75,0.25,5,0,5,5,1,4,0.25,0,0.25,0.25,0.05,0.2,-3000,9300,1404.41,2836.49297658403,28102.7,1000,29668.3,22692.07,8504.37093834385,0
"63",82,182,79,103,0.434065934065934,0.565934065934066,0,0,47,32,0,103,0,0,0.258241758241758,0.175824175824176,0,0.565934065934066,-57700,47606,398.343406593407,20227.6151951818,109012.8,300,161573.6,58923.4978021978,31001.498425003,0
"64",83,287,98,189,0.341463414634146,0.658536585365854,0,0,54,44,80,109,0,0,0.18815331010453,0.153310104529617,0.278745644599303,0.379790940766551,-13440,13839,50.3505226480836,4845.05542668846,14465.4,500,42434.7,25858.6491289199,6748.03999498422,0
"65",84,68,33,35,0.485294117647059,0.514705882352941,0,0,21,12,9,26,0,0,0.308823529411765,0.176470588235294,0.132352941176471,0.382352941176471,-45600,48660,1234.67352941176,21072.7353144111,84057.9,1100,133183.8,60193.2088235294,29340.883797765,0
"66",86,262,93,169,0.354961832061069,0.645038167938931,46,0,1,46,83,86,0.175572519083969,0,0.00381679389312977,0.175572519083969,0.316793893129771,0.32824427480916,-8550,3243,93.7022900763359,1614.84870401316,24564.3,800,26253.8,18652.6950381679,3220.46141222027,0
"67",88,18,13,5,0.722222222222222,0.277777777777778,6,0,1,6,2,3,0.333333333333333,0,0.0555555555555556,0.333333333333333,0.111111111111111,0.166666666666667,-2268,3403,861.65,1987.60346567536,15524.3,300,18536.9,11947.2777777778,5366.96220644039,0
"68",90,245,62,183,0.253061224489796,0.746938775510204,0,0,32,30,100,83,0,0,0.130612244897959,0.122448979591837,0.408163265306122,0.338775510204082,-25120,36459,154.116734693878,11001.157241724,37773.1,500,74106.5,37928.292244898,14238.0197811905,0
"69",91,5,5,0,1,0,0,0,3,2,0,0,0,0,0.6,0.4,0,0,22.6,6774,2745.22,3600.60039326777,13726.1,300,13726.1,8378.66,5601.03033717905,0
"70",93,25,16,9,0.64,0.36,0,0,9,7,0,9,0,0,0.36,0.28,0,0.36,-8600,10782,1308.272,5244.8823590652,32721.4,500,36483.7,26357.84,8680.14449486106,0
"71",95,96,44,52,0.458333333333333,0.541666666666667,0,3,23,21,0,49,0,0.03125,0.239583333333333,0.21875,0,0.510416666666667,-29800,35890,711.104166666667,16207.30593315,68280.6,200,97808.3,55405.9010416667,15500.5907624702,0
"72",96,420,96,324,0.228571428571429,0.771428571428571,46,6,4,46,167,151,0.10952380952381,0.0142857142857143,0.00952380952380952,0.10952380952381,0.397619047619048,0.35952380952381,-67500,66332,156.784523809524,19956.6517209665,65864.2,1100,129261.8,71398.1361904762,24155.9159176889,0
"73",99,93,41,52,0.440860215053763,0.559139784946237,0,0,23,18,20,32,0,0,0.247311827956989,0.193548387096774,0.21505376344086,0.344086021505376,-64900,49346,904.304301075269,16438.2820151813,84114.9,600,109950.7,50698.4655913978,22402.3387916864,0
"74",100,237,87,150,0.367088607594937,0.632911392405063,0,0,51,36,64,86,0,0,0.215189873417722,0.151898734177215,0.270042194092827,0.362869198312236,-25920,17836.5,221.320675105485,6417.99218333708,52467.4,600,63498.2,36460.5227848101,9672.14538955459,0
"75",101,39,18,21,0.461538461538462,0.538461538461538,0,0,10,8,7,14,0,0,0.256410256410256,0.205128205128205,0.179487179487179,0.358974358974359,-14600,26796,1005.66923076923,11023.0214482704,39235.9,1000,62457.3,40309.9435897436,11598.9095285493,0
"76",102,160,70,90,0.4375,0.5625,0,0,36,34,28,62,0,0,0.225,0.2125,0.175,0.3875,-29600,47939,191.028125,10187.5874224697,30578.6,400,96777.1,35251.055625,17507.6625853146,0
"77",104,244,85,159,0.348360655737705,0.651639344262295,44,0,1,40,80,79,0.180327868852459,0,0.00409836065573771,0.163934426229508,0.327868852459016,0.323770491803279,-7830,3063,79.133606557377,1594.57919126642,19323.6,500,26349.3,18681.9098360656,3387.27023428416,0
"78",106,136,51,85,0.375,0.625,0,14,26,25,21,50,0,0.102941176470588,0.191176470588235,0.183823529411765,0.154411764705882,0.367647058823529,-18700,26648,285.5,10482.385269012,38842.4,500,67012,39898.5125,10580.6566148794,0
"79",107,285,93,192,0.326315789473684,0.673684210526316,0,0,55,38,101,91,0,0,0.192982456140351,0.133333333333333,0.354385964912281,0.319298245614035,-5640,10600,114.430877192982,3366.36010726567,32627.1,1000,48159.2,28546.0635087719,7223.31216005659,0
"80",108,108,45,63,0.416666666666667,0.583333333333333,0,0,24,21,16,47,0,0,0.222222222222222,0.194444444444444,0.148148148148148,0.435185185185185,-17400,23554.5,481.958333333333,9430.07968147151,52065.9,800,66997.3,46850.8601851852,10140.361648143,0
"81",112,243,93,150,0.382716049382716,0.617283950617284,46,0,1,46,41,109,0.189300411522634,0,0.00411522633744856,0.189300411522634,0.168724279835391,0.448559670781893,-20000,6582,68.4506172839506,3713.47680181712,16647.6,200,35490.4,22356.4259259259,6885.30363649431,0
"82",113,11,7,4,0.636363636363636,0.363636363636364,5,0,1,1,1,3,0.454545454545455,0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.272727272727273,-3146,6417,2389.04545454545,3995.00560884804,26294.1,600,32685,21488.3272727273,10216.3224218983,0
"83",115,241,102,139,0.423236514522822,0.576763485477178,0,0,57,45,41,98,0,0,0.236514522821577,0.186721991701245,0.170124481327801,0.406639004149378,-9900,11498,166.495020746888,4617.82645359897,40139.5,800,50977.9,29434.9041493776,7320.19419703007,0
"84",116,42,20,22,0.476190476190476,0.523809523809524,0,0,11,9,5,17,0,0,0.261904761904762,0.214285714285714,0.119047619047619,0.404761904761905,-26700,34684.5,895.585714285714,15267.9834619355,37629.1,800,68893.3,42523.169047619,13746.3077903334,0
"85",117,202,81,121,0.400990099009901,0.599009900990099,40,0,1,40,36,85,0.198019801980198,0,0.00495049504950495,0.198019801980198,0.178217821782178,0.420792079207921,-11200,4903,120.364356435644,2709.81266357262,24327.9,900,31744.5,21593.0168316832,4895.7066590185,0
"86",119,249,87,162,0.349397590361446,0.650602409638554,0,0,44,43,38,124,0,0,0.176706827309237,0.172690763052209,0.152610441767068,0.497991967871486,-21200,32288,211.161847389558,11930.0242989247,52593.7,800,63811.9,38212.816064257,9340.14165726652,0
"87",120,122,55,67,0.450819672131148,0.549180327868853,0,0,36,19,16,51,0,0,0.295081967213115,0.155737704918033,0.131147540983607,0.418032786885246,-64800,48187,695.184426229508,20383.1794331576,84842.6,1100,131889.2,56940.7721311475,27662.001410627,0
"88",122,7,5,2,0.714285714285714,0.285714285714286,0,0,3,2,0,2,0,0,0.428571428571429,0.285714285714286,0,0.285714285714286,-15900,33903,5701.31428571429,16779.1963540598,39909.2,900,55711.1,29063.3428571429,17666.9152977967,0
"89",123,214,87,127,0.406542056074766,0.593457943925234,45,0,1,41,41,86,0.210280373831776,0,0.00467289719626168,0.191588785046729,0.191588785046729,0.401869158878505,-4200,4843,72.7242990654206,2765.1835873423,15577.3,200,27494.4,17167.6397196262,3555.08193827534,0
"90",125,17,12,5,0.705882352941177,0.294117647058824,0,0,8,4,0,5,0,0,0.470588235294118,0.235294117647059,0,0.294117647058824,-25200,42284,5613.42941176471,17932.7465157587,95528.3,200,107571.6,58380.7176470588,30641.8028594361,0
"91",126,200,84,116,0.42,0.58,0,0,46,38,32,84,0,0,0.23,0.19,0.16,0.42,-32800,49750,171.51,15863.5759548177,34316.5,200,112359,44397.8935,23939.6531353214,0
"92",127,162,71,91,0.438271604938272,0.561728395061728,35,0,1,35,31,60,0.216049382716049,0,0.00617283950617284,0.216049382716049,0.191358024691358,0.37037037037037,-5640,3364,80.4438271604938,1995.59319822146,13046.5,600,23672.6,15854.3364197531,3437.92946962359,0
"93",128,268,145,123,0.541044776119403,0.458955223880597,0,7,99,46,0,116,0,0.0261194029850746,0.369402985074627,0.171641791044776,0,0.432835820895522,-21900,38879,169.328731343284,5245.8522335758,45394.5,300,73884.4,36646.8179104478,11798.9414495196,0
"94",131,97,42,55,0.43298969072165,0.56701030927835,0,0,23,19,14,41,0,0,0.237113402061856,0.195876288659794,0.144329896907216,0.422680412371134,-15300,15534,267.246391752577,6399.38299071777,25937.2,5496,43338.7,24343.6628865979,8878.82690860585,0
"95",132,31,16,15,0.516129032258065,0.483870967741935,0,0,10,6,0,15,0,0,0.32258064516129,0.193548387096774,0,0.483870967741935,-35100,47976,2545.41290322581,21020.8975932323,79007.6,200,103239,62778.0903225806,21638.2588696712,0
"96",135,205,101,104,0.492682926829268,0.507317073170732,0,0,59,42,0,104,0,0,0.28780487804878,0.204878048780488,0,0.507317073170732,-16600,9200,205.413170731707,3446.88112488528,42124.1,700,51182.2,33567.4668292683,9269.04530407487,0
"97",136,21,12,9,0.571428571428571,0.428571428571429,7,0,1,4,2,7,0.333333333333333,0,0.0476190476190476,0.19047619047619,0.0952380952380952,0.333333333333333,-6500,6378,1327.75714285714,4009.2819163251,27897.6,600,32061.1,22651.0523809524,7408.55146203487,0
"98",137,19,11,8,0.578947368421053,0.421052631578947,0,0,6,5,1,7,0,0,0.315789473684211,0.263157894736842,0.0526315789473684,0.368421052631579,-27400,34813.5,2782.51578947368,16179.7690844071,52882.4,900,81957.5,45519.3578947368,19808.9628745653,0
"99",138,16,9,7,0.5625,0.4375,0,0,9,0,0,7,0,0,0.5625,0,0,0.4375,-4700,11200,675,3750.11110946507,10800,1100,20700,14975,5420.39358964519,0
"100",140,13,8,5,0.615384615384615,0.384615384615385,0,0,3,5,0,5,0,0,0.230769230769231,0.384615384615385,0,0.384615384615385,-4800,18888,1179.88461538462,6533.78657235427,15338.4,300,29988,18708.1538461538,7546.64792502996,0
"101",141,58,21,37,0.362068965517241,0.637931034482759,10,0,1,10,17,20,0.172413793103448,0,0.0172413793103448,0.172413793103448,0.293103448275862,0.344827586206897,-32700,45248,521.837931034483,17278.1095164487,54781.2,900,89664.9,49978.1568965517,19742.6441192673,0
"102",142,225,89,136,0.395555555555556,0.604444444444444,46,0,1,42,42,94,0.204444444444444,0,0.00444444444444444,0.186666666666667,0.186666666666667,0.417777777777778,-6200,4555,92.7791111111111,2547.86162745194,20889.9,900,28892.5,21484.4031111111,3491.54769503888,0
"103",143,2,2,0,1,0,1,0,1,0,0,0,0.5,0,0.5,0,0,0,500,4924,2712,3128.24039996929,5424,500,5424,2962,3481.79379056256,0
"104",145,58,31,27,0.53448275862069,0.46551724137931,0,0,19,12,8,19,0,0,0.327586206896552,0.206896551724138,0.137931034482759,0.327586206896552,-7100,10834,619.068965517241,4486.43665594332,35920.4,1100,45474.1,30562.9517241379,7657.92349013663,0
"105",146,189,81,108,0.428571428571429,0.571428571428571,40,0,1,40,35,73,0.211640211640212,0,0.00529100529100529,0.211640211640212,0.185185185185185,0.386243386243386,-7900,6296,164.509523809524,3570.62605704805,31106.5,500,32376.4,22261.8380952381,5075.99095638337,0
"106",148,276,81,195,0.293478260869565,0.706521739130435,42,0,1,38,111,84,0.152173913043478,0,0.0036231884057971,0.13768115942029,0.402173913043478,0.304347826086957,-3400,3468,62.4163043478261,1588.8243072349,17240.9,500,23301.2,17008.5413043478,3532.24009128852,0
"107",150,106,61,45,0.575471698113208,0.424528301886792,0,0,39,22,0,45,0,0,0.367924528301887,0.207547169811321,0,0.424528301886792,-4500,46079,930.609433962264,4832.26130130611,98659.1,1900,98659.1,35831.4490566038,13803.7436572854,0
"108",151,259,99,160,0.382239382239382,0.617760617760618,0,0,59,40,72,88,0,0,0.227799227799228,0.154440154440154,0.277992277992278,0.33976833976834,-6200,10700,48.4065637065637,2743.89765544588,12551.6,1000,34425.3,19456.5756756757,5321.98370041724,0
"109",152,41,19,22,0.463414634146341,0.536585365853659,0,0,11,8,8,14,0,0,0.268292682926829,0.195121951219512,0.195121951219512,0.341463414634146,-6200,9900,351.017073170732,3772.41077428628,14406.4,1100,35745.9,23612.3414634146,7387.79710431248,0
"110",153,211,81,130,0.383886255924171,0.616113744075829,39,0,3,39,35,95,0.184834123222749,0,0.014218009478673,0.184834123222749,0.165876777251185,0.450236966824645,-15200,20595,133.689099526066,7932.72578795464,28222.9,400,53038.7,30057.5232227488,8550.47290308894,0
"111",154,171,63,108,0.368421052631579,0.631578947368421,0,0,33,30,25,83,0,0,0.192982456140351,0.175438596491228,0.146198830409357,0.485380116959064,-16300,21114,409.761988304094,7755.67191125798,70083.7,900,71202.7,39375.4374269006,10222.0578101478,0
