"","disp_id","client_id","account_id","n_clients"
"569",713,713,595,1
"570",714,714,596,1
"571",715,715,597,1
"572",716,716,598,1
"573",717,717,599,2
"574",719,719,600,1
"575",720,720,601,1
"576",721,721,602,1
"577",722,722,603,1
"578",723,723,604,1
"579",724,724,605,1
"580",725,725,606,1
"581",726,726,607,1
"582",727,727,608,2
"583",729,729,609,2
"584",731,731,610,2
"585",733,733,611,2
"586",735,735,612,2
"587",737,737,613,1
"588",738,738,614,1
"589",739,739,615,1
"590",740,740,616,1
"591",741,741,617,1
"592",742,742,618,1
"593",743,743,619,1
"594",744,744,620,1
"595",745,745,621,2
"596",747,747,622,1
"597",748,748,623,2
"598",750,750,624,1
"599",751,751,625,1
"600",752,752,626,2
"601",754,754,627,1
"602",755,755,628,1
"603",756,756,629,1
"604",757,757,630,1
"605",758,758,631,1
"606",759,759,632,1
"607",760,760,633,1
"608",762,762,635,1
"609",763,763,636,1
"610",764,764,637,1
"611",765,765,638,1
"612",766,766,639,2
"613",768,768,640,1
"614",769,769,641,1
"615",772,772,643,1
"616",773,773,644,1
"617",774,774,645,1
"618",775,775,646,1
"619",776,776,647,2
"620",778,778,648,1
"621",779,779,649,1
"622",780,780,650,1
"623",781,781,651,1
"624",782,782,652,1
"625",783,783,653,2
"626",785,785,654,1
"627",786,786,655,1
"628",787,787,656,1
"629",788,788,657,1
"630",789,789,658,1
"631",790,790,659,1
"632",791,791,660,1
"633",793,793,662,2
"634",796,796,664,1
"635",797,797,665,1
"636",798,798,666,2
"637",803,803,669,2
"638",806,806,671,1
"639",807,807,672,1
"640",808,808,673,1
"641",809,809,674,1
"642",810,810,675,2
"643",812,812,676,1
"644",813,813,677,1
"645",814,814,678,1
"646",815,815,679,1
"647",816,816,680,1
"648",818,818,682,1
"649",819,819,683,2
"650",821,821,684,1
"651",822,822,685,1
"652",823,823,686,1
"653",824,824,687,1
"654",825,825,688,1
"655",826,826,689,1
"656",827,827,690,2
"657",829,829,691,1
"658",830,830,692,1
"659",831,831,693,1
"660",832,832,694,1
"661",833,833,695,1
"662",834,834,696,1
"663",835,835,697,2
"664",837,837,698,2
"665",839,839,699,1
"666",840,840,700,1
"667",841,841,701,1
"668",842,842,702,1
"669",843,843,703,1
"670",844,844,704,2
"671",846,846,705,1
"672",847,847,706,1
"673",849,849,708,1
"674",850,850,709,1
"675",851,851,710,2
"676",853,853,711,1
"677",854,854,712,1
"678",855,855,713,1
"679",856,856,714,1
"680",857,857,715,1
"681",858,858,716,1
"682",859,859,717,2
"683",861,861,718,1
"684",862,862,719,1
"685",863,863,720,1
"686",864,864,721,2
"687",866,866,722,1
"688",870,870,725,1
"689",871,871,726,1
"690",872,872,727,1
"691",873,873,728,1
"692",874,874,729,2
"693",876,876,730,1
"694",877,877,731,2
"695",879,879,732,1
"696",880,880,733,1
"697",881,881,734,1
"698",882,882,735,1
"699",883,883,736,2
"700",885,885,737,1
"701",886,886,738,1
"702",887,887,739,1
"703",888,888,740,1
"704",889,889,741,1
"705",890,890,742,1
"706",891,891,743,1
"707",892,892,744,1
"708",893,893,745,1
"709",894,894,746,1
"710",895,895,747,1
"711",896,896,748,2
"712",898,898,749,2
"713",900,900,750,1
"714",901,901,751,1
"715",902,902,752,1
"716",903,903,753,1
"717",904,904,754,1
"718",905,905,755,1
"719",906,906,756,1
"720",907,907,757,1
"721",908,908,758,1
"722",909,909,759,1
"723",910,910,760,1
"724",911,911,761,1
"725",912,912,762,1
"726",913,913,763,1
"727",914,914,764,1
"728",915,915,765,1
"729",916,916,766,1
"730",917,917,767,1
"731",918,918,768,1
"732",921,921,770,1
"733",922,922,771,2
"734",924,924,772,1
"735",925,925,773,1
"736",926,926,774,1
"737",927,927,775,1
"738",928,928,776,1
"739",929,929,777,1
"740",930,930,778,1
"741",931,931,779,1
"742",932,932,780,1
"743",933,933,781,2
"744",935,935,782,2
"745",937,937,783,1
"746",938,938,784,1
"747",939,939,785,1
"748",940,940,786,1
"749",941,941,787,1
"750",942,942,788,2
"751",944,944,789,2
"752",946,946,790,1
"753",948,948,791,1
"754",949,949,792,1
"755",950,950,793,2
"756",952,952,794,1
"757",953,953,795,1
"758",954,954,796,1
"759",955,955,797,1
"760",956,956,798,1
"761",957,957,799,2
"762",959,959,800,1
"763",960,960,801,1
"764",961,961,802,1
"765",962,962,803,1
"766",963,963,804,1
"767",964,964,805,1
"768",965,965,806,2
"769",967,967,807,1
"770",968,968,808,1
"771",970,970,809,1
"772",971,971,810,2
"773",973,973,811,2
"774",975,975,812,1
"775",976,976,813,1
"776",977,977,814,1
"777",978,978,815,2
"778",980,980,816,1
"779",981,981,817,1
"780",984,984,819,2
"781",986,986,820,1
"782",987,987,821,1
"783",988,988,822,2
"784",990,990,823,1
"785",991,991,824,1
"786",992,992,825,1
"787",993,993,826,1
"788",994,994,827,2
"789",996,996,828,1
"790",997,997,829,2
"791",999,999,830,2
"792",1001,1001,831,1
"793",1002,1002,832,1
"794",1003,1003,833,1
"795",1004,1004,834,1
"796",1006,1006,836,2
"797",1008,1008,837,1
"798",1009,1009,838,2
"799",1011,1011,839,1
"800",1012,1012,840,2
"801",1014,1014,841,1
"802",1015,1015,842,2
"803",1017,1017,843,1
"804",1018,1018,844,1
"805",1019,1019,845,1
"806",1020,1020,846,1
"807",1021,1021,847,1
"808",1022,1022,848,1
"809",1023,1023,849,1
"810",1024,1024,850,1
"811",1025,1025,851,1
"812",1026,1026,852,1
"813",1027,1027,853,2
"814",1029,1029,854,1
"815",1030,1030,855,1
"816",1031,1031,856,1
"817",1032,1032,857,2
"818",1034,1034,858,1
"819",1035,1035,859,2
"820",1037,1037,860,1
"821",1038,1038,861,1
"822",1039,1039,862,1
"823",1040,1040,863,1
"824",1041,1041,864,1
"825",1042,1042,865,2
"826",1044,1044,866,1
"827",1045,1045,867,1
"828",1046,1046,868,1
"829",1047,1047,869,1
"830",1048,1048,870,1
"831",1049,1049,871,1
"832",1050,1050,872,1
"833",1051,1051,873,1
"834",1052,1052,874,2
"835",1054,1054,875,1
"836",1055,1055,876,1
"837",1056,1056,877,1
"838",1057,1057,878,1
"839",1058,1058,879,1
"840",1059,1059,880,2
"841",1062,1062,882,2
"842",1064,1064,883,1
"843",1065,1065,884,1
"844",1066,1066,885,1
"845",1067,1067,886,1
"846",1068,1068,887,1
"847",1069,1069,888,2
"848",1071,1071,889,1
"849",1072,1072,890,1
"850",1073,1073,891,2
"851",1075,1075,892,1
"852",1076,1076,893,1
"853",1077,1077,894,1
"854",1078,1078,895,1
"855",1079,1079,896,1
"856",1080,1080,897,1
"857",1081,1081,898,1
"858",1082,1082,899,1
"859",1083,1083,900,2
"860",1085,1085,901,1
"861",1086,1086,902,2
"862",1088,1088,903,1
"863",1089,1089,904,1
"864",1090,1090,905,1
"865",1091,1091,906,1
"866",1092,1092,907,1
"867",1093,1093,908,1
"868",1094,1094,909,2
"869",1096,1096,910,2
"870",1098,1098,911,1
"871",1099,1099,912,1
"872",1100,1100,913,1
"873",1101,1101,914,1
"874",1102,1102,915,1
"875",1103,1103,916,2
"876",1105,1105,917,2
"877",1107,1107,918,1
"878",1108,1108,919,1
"879",1109,1109,920,1
"880",1110,1110,921,1
"881",1111,1111,922,1
"882",1112,1112,923,1
"883",1113,1113,924,1
"884",1114,1114,925,1
"885",1115,1115,926,1
"886",1116,1116,927,1
"887",1117,1117,928,2
"888",1119,1119,929,1
"889",1120,1120,930,1
"890",1121,1121,931,1
"891",1122,1122,932,2
"892",1124,1124,933,1
"893",1125,1125,934,2
"894",1127,1127,935,1
"895",1128,1128,936,1
"896",1129,1129,937,1
"897",1130,1130,938,1
"898",1131,1131,939,2
"899",1133,1133,940,2
"900",1135,1135,941,1
"901",1136,1136,942,1
"902",1137,1137,943,1
"903",1138,1138,944,2
"904",1140,1140,945,1
"905",1141,1141,946,1
"906",1142,1142,947,2
"907",1145,1145,949,1
"908",1146,1146,950,1
"909",1147,1147,951,1
"910",1148,1148,952,1
"911",1149,1149,953,1
"912",1150,1150,954,1
"913",1151,1151,955,1
"914",1152,1152,956,1
"915",1153,1153,957,1
"916",1154,1154,958,2
"917",1156,1156,959,1
"918",1157,1157,960,1
"919",1158,1158,961,1
"920",1159,1159,962,2
"921",1161,1161,963,1
"922",1162,1162,964,1
"923",1163,1163,965,1
"924",1164,1164,966,1
"925",1165,1165,967,1
"926",1166,1166,968,2
"927",1168,1168,969,1
"928",1169,1169,970,1
"929",1170,1170,971,1
"930",1171,1171,972,1
"931",1172,1172,973,2
"932",1174,1174,974,1
"933",1175,1175,975,2
"934",1177,1177,976,1
"935",1178,1178,977,1
"936",1179,1179,978,1
"937",1180,1180,979,1
"938",1181,1181,980,1
"939",1182,1182,981,1
"940",1183,1183,982,1
"941",1186,1186,984,1
"942",1187,1187,985,2
"943",1189,1189,986,1
"944",1190,1190,987,2
"945",1192,1192,988,1
"946",1193,1193,989,1
"947",1194,1194,990,1
"948",1195,1195,991,1
"949",1196,1196,992,1
"950",1197,1197,993,1
"951",1198,1198,994,1
"952",1199,1199,995,1
"953",1200,1200,996,1
"954",1201,1201,997,1
"955",1202,1202,998,1
"956",1204,1204,1000,1
"957",1206,1206,1002,1
"958",1207,1207,1003,1
"959",1208,1208,1004,1
"960",1209,1209,1005,1
"961",1210,1210,1006,1
"962",1211,1211,1007,1
"963",1212,1212,1008,1
"964",1213,1213,1009,1
"965",1214,1214,1010,1
"966",1215,1215,1011,1
"967",1216,1216,1012,1
"968",1217,1217,1013,1
"969",1218,1218,1014,1
"970",1219,1219,1015,1
"971",1220,1220,1016,1
"972",1221,1221,1017,1
"973",1222,1222,1018,1
"974",1223,1223,1019,1
"975",1224,1224,1020,1
"976",1225,1225,1021,1
"977",1226,1226,1022,2
"978",1228,1228,1023,1
"979",1229,1229,1024,1
"980",1231,1231,1026,2
"981",1233,1233,1027,1
"982",1234,1234,1028,2
"983",1236,1236,1029,1
"984",1237,1237,1030,1
"985",1238,1238,1031,1
"986",1239,1239,1032,1
"987",1240,1240,1033,1
"988",1241,1241,1034,1
"989",1242,1242,1035,1
"990",1243,1243,1036,1
"991",1244,1244,1037,1
"992",1245,1245,1038,1
"993",1246,1246,1039,2
"994",1248,1248,1040,1
"995",1250,1250,1042,1
"996",1251,1251,1043,2
"997",1253,1253,1044,1
"998",1254,1254,1045,1
"999",1255,1255,1046,1
"1000",1256,1256,1047,1
"1001",1257,1257,1048,2
"1002",1259,1259,1049,1
"1003",1260,1260,1050,2
"1004",1262,1262,1051,2
"1005",1264,1264,1052,1
"1006",1265,1265,1053,1
"1007",1266,1266,1054,1
"1008",1267,1267,1055,2
"1009",1269,1269,1056,1
"1010",1270,1270,1057,1
"1011",1271,1271,1058,1
"1012",1272,1272,1059,1
"1013",1273,1273,1060,1
"1014",1274,1274,1061,1
"1015",1275,1275,1062,1
"1016",1276,1276,1063,1
"1017",1277,1277,1064,1
"1018",1278,1278,1065,1
"1019",1279,1279,1066,1
"1020",1280,1280,1067,2
"1021",1282,1282,1068,1
"1022",1283,1283,1069,2
"1023",1285,1285,1070,1
"1024",1286,1286,1071,1
"1025",1287,1287,1072,1
"1026",1288,1288,1073,1
"1027",1289,1289,1074,1
"1028",1290,1290,1075,1
"1029",1291,1291,1076,1
"1030",1292,1292,1077,1
"1031",1293,1293,1078,2
"1032",1295,1295,1079,1
"1033",1296,1296,1080,1
"1034",1297,1297,1081,2
"1035",1299,1299,1082,1
"1036",1300,1300,1083,1
"1037",1303,1303,1085,1
"1038",1304,1304,1086,1
"1039",1305,1305,1087,1
"1040",1306,1306,1088,1
"1041",1307,1307,1089,1
"1042",1308,1308,1090,1
"1043",1309,1309,1091,1
"1044",1310,1310,1092,1
"1045",1311,1311,1093,1
"1046",1312,1312,1094,1
"1047",1313,1313,1095,2
"1048",1315,1315,1096,1
"1049",1316,1316,1097,2
"1050",1318,1318,1098,1
"1051",1321,1321,1100,1
"1052",1322,1322,1101,1
"1053",1323,1323,1102,1
"1054",1324,1324,1103,1
"1055",1325,1325,1104,1
"1056",1326,1326,1105,1
"1057",1327,1327,1106,1
"1058",1328,1328,1107,1
"1059",1329,1329,1108,1
"1060",1330,1330,1109,1
"1061",1331,1331,1110,1
"1062",1332,1332,1111,1
"1063",1333,1333,1112,1
"1064",1334,1334,1113,1
"1065",1335,1335,1114,2
"1066",1337,1337,1115,2
"1067",1339,1339,1116,1
"1068",1340,1340,1117,1
"1069",1341,1341,1118,1
"1070",1343,1343,1120,2
"1071",1345,1345,1121,1
"1072",1346,1346,1122,1
"1073",1347,1347,1123,2
"1074",1349,1349,1124,1
"1075",1350,1350,1125,2
"1076",1352,1352,1126,1
"1077",1353,1353,1127,1
"1078",1354,1354,1128,1
"1079",1355,1355,1129,1
"1080",1356,1356,1130,1
"1081",1359,1359,1132,2
"1082",1361,1361,1133,2
"1083",1363,1363,1134,1
"1084",1364,1364,1135,2
"1085",1366,1366,1136,1
"1086",1367,1367,1137,2
"1087",1369,1369,1138,1
"1088",1370,1370,1139,1
"1089",1371,1371,1140,1
"1090",1372,1372,1141,1
"1091",1373,1373,1142,1
"1092",1375,1375,1144,1
"1093",1376,1376,1145,2
"1094",1378,1378,1146,2
"1095",1380,1380,1147,1
"1096",1382,1382,1149,1
"1097",1383,1383,1150,1
"1098",1384,1384,1151,1
"1099",1385,1385,1152,2
"1100",1387,1387,1153,1
"1101",1388,1388,1154,1
"1102",1389,1389,1155,1
"1103",1390,1390,1156,1
"1104",1391,1391,1157,1
"1105",1392,1392,1158,2
"1106",1394,1394,1159,2
"1107",1396,1396,1160,1
"1108",1397,1397,1161,1
"1109",1401,1401,1164,1
"1110",1402,1402,1165,2
"1111",1404,1404,1166,1
"1112",1406,1406,1168,2
"1113",1408,1408,1169,1
"1114",1409,1409,1170,1
"1115",1410,1410,1171,2
"1116",1412,1412,1172,1
"1117",1413,1413,1173,1
"1118",1414,1414,1174,1
"1119",1416,1416,1176,1
"1120",1417,1417,1177,1
"1121",1418,1418,1178,1
"1122",1419,1419,1179,2
"1123",1421,1421,1180,1
"1124",1422,1422,1181,2
"1125",1424,1424,1182,1
"1126",1425,1425,1183,2
"1127",1427,1427,1184,1
"1128",1428,1428,1185,2
"1129",1430,1430,1186,1
"1130",1431,1431,1187,1
"1131",1432,1432,1188,1
"1132",1433,1433,1189,2
"1133",1435,1435,1190,1
"1134",1438,1438,1192,1
"1135",1439,1439,1193,1
"1136",1440,1440,1194,1
"1137",1441,1441,1195,2
"1138",1443,1443,1196,2
"1139",1445,1445,1197,1
"1140",1446,1446,1198,2
"1141",1448,1448,1199,1
"1142",1449,1449,1200,1
"1143",1450,1450,1201,1
"1144",1452,1452,1203,1
"1145",1453,1453,1204,1
"1146",1454,1454,1205,2
"1147",1456,1456,1206,2
"1148",1458,1458,1207,1
"1149",1459,1459,1208,1
"1150",1460,1460,1209,1
"1151",1461,1461,1210,1
"1152",1462,1462,1211,1
"1153",1463,1463,1212,1
"1154",1464,1464,1213,2
"1155",1466,1466,1214,1
"1156",1467,1467,1215,1
"1157",1468,1468,1216,1
"1158",1469,1469,1217,1
"1159",1470,1470,1218,2
"1160",1472,1472,1219,1
"1161",1473,1473,1220,1
"1162",1474,1474,1221,1
"1163",1475,1475,1222,1
"1164",1476,1476,1223,1
"1165",1478,1478,1225,1
"1166",1479,1479,1226,1
