"","account_id","frequency","account_year","account_month","account_day"
"99",1805,3,1993,2,2
"100",2434,3,1993,2,2
"101",3007,3,1993,2,2
"102",2574,3,1993,2,2
"103",862,2,1993,2,2
"104",1132,2,1993,2,3
"105",4484,3,1993,2,3
"106",943,3,1993,2,3
"107",3514,3,1993,2,3
"108",3983,3,1993,2,4
"109",9265,3,1993,2,4
"110",465,3,1993,2,4
"111",982,3,1993,2,5
"112",411,3,1993,2,5
"113",890,3,1993,2,5
"114",627,3,1993,2,5
"115",2429,3,1993,2,6
"116",3960,3,1993,2,6
"117",2256,3,1993,2,6
"118",8051,2,1993,2,7
"119",2647,3,1993,2,8
"120",2241,3,1993,2,8
"121",5622,3,1993,2,8
"122",2884,3,1993,2,8
"123",1830,3,1993,2,8
"124",7753,3,1993,2,8
"125",244,3,1993,2,8
"126",1477,3,1993,2,8
"127",4240,3,1993,2,8
"128",1006,3,1993,2,8
"129",830,3,1993,2,8
"130",9188,3,1993,2,8
"131",1965,1,1993,2,8
"132",1134,3,1993,2,9
"133",1601,3,1993,2,9
"134",2861,3,1993,2,10
"135",813,3,1993,2,10
"136",2585,3,1993,2,10
"137",2220,3,1993,2,10
"138",2763,3,1993,2,11
"139",2342,3,1993,2,11
"140",1944,3,1993,2,12
"141",1966,3,1993,2,12
"142",1801,3,1993,2,13
"143",2543,3,1993,2,13
"144",2293,3,1993,2,13
"145",11013,2,1993,2,14
"146",2423,3,1993,2,14
"147",142,3,1993,2,15
"148",3424,3,1993,2,16
"149",539,1,1993,2,16
"150",979,3,1993,2,16
"151",3554,3,1993,2,16
"152",3545,3,1993,2,17
"153",3047,3,1993,2,17
"154",3374,3,1993,2,17
"155",96,3,1993,2,18
"156",461,3,1993,2,18
"157",3593,3,1993,2,18
"158",3026,3,1993,2,18
"159",1054,3,1993,2,19
"160",2433,3,1993,2,19
"161",3691,3,1993,2,19
"162",3787,3,1993,2,19
"163",128,3,1993,2,19
"164",3168,3,1993,2,20
"165",4937,3,1993,2,20
"166",2124,3,1993,2,20
"167",322,3,1993,2,20
"168",4355,3,1993,2,21
"169",1678,3,1993,2,22
"170",2396,3,1993,2,22
"171",1005,2,1993,2,23
"172",697,3,1993,2,23
"173",925,3,1993,2,23
"174",2110,3,1993,2,23
"175",1366,3,1993,2,24
"176",1050,1,1993,2,24
"177",3117,3,1993,2,24
"178",562,3,1993,2,25
"179",5369,3,1993,2,25
"180",2242,2,1993,2,25
"181",197,3,1993,2,25
"182",496,3,1993,2,26
"183",2,3,1993,2,26
"184",7401,3,1993,2,26
"185",2486,3,1993,2,27
"186",428,3,1993,2,27
"187",3651,3,1993,2,27
"188",1775,3,1993,2,27
"189",1688,3,1993,2,27
"190",361,3,1993,2,27
"191",1829,3,1993,2,27
"192",1575,3,1993,2,27
"193",9203,3,1993,2,27
"194",3008,3,1993,2,27
"195",239,2,1993,3,1
"196",3302,3,1993,3,2
"197",415,3,1993,3,3
"198",3513,3,1993,3,3
"199",4134,3,1993,3,3
"200",1077,3,1993,3,3
"201",1713,3,1993,3,3
"202",1378,3,1993,3,4
"203",2503,3,1993,3,5
"204",559,3,1993,3,5
"205",6555,2,1993,3,5
"206",744,3,1993,3,6
"207",882,3,1993,3,6
"208",86,3,1993,3,7
"209",1126,3,1993,3,8
"210",2666,3,1993,3,8
"211",944,3,1993,3,8
"212",1545,3,1993,3,8
"213",2453,3,1993,3,8
"214",3734,3,1993,3,8
"215",3935,3,1993,3,8
"216",396,3,1993,3,8
"217",2694,3,1993,3,8
"218",4596,3,1993,3,9
"219",2489,3,1993,3,9
"220",2895,3,1993,3,9
"221",317,3,1993,3,10
"222",2555,3,1993,3,10
"223",494,3,1993,3,11
"224",2219,3,1993,3,11
"225",2581,3,1993,3,11
"226",112,3,1993,3,12
"227",3674,3,1993,3,12
"228",2039,3,1993,3,12
"229",2712,3,1993,3,12
"230",395,3,1993,3,12
"231",2974,3,1993,3,13
"232",123,3,1993,3,13
"233",9640,3,1993,3,13
"234",3108,3,1993,3,14
"235",2508,3,1993,3,14
"236",2458,2,1993,3,14
"237",588,3,1993,3,14
"238",7231,3,1993,3,14
"239",6701,2,1993,3,15
"240",3883,3,1993,3,15
"241",222,3,1993,3,15
"242",2497,3,1993,3,16
"243",1372,3,1993,3,16
"244",3835,3,1993,3,16
"245",7445,3,1993,3,18
"246",2527,3,1993,3,19
"247",425,3,1993,3,19
"248",860,3,1993,3,19
"249",6034,2,1993,3,19
"250",11065,3,1993,3,19
"251",9883,3,1993,3,19
"252",115,3,1993,3,19
"253",1189,3,1993,3,19
"254",3675,3,1993,3,20
"255",3069,3,1993,3,20
"256",2762,3,1993,3,20
"257",892,3,1993,3,20
"258",1535,3,1993,3,20
"259",2618,3,1993,3,21
"260",2651,3,1993,3,21
"261",5442,3,1993,3,22
"262",1787,2,1993,3,22
"263",1397,3,1993,3,22
"264",3785,3,1993,3,24
"265",623,3,1993,3,24
"266",8260,3,1993,3,24
"267",3678,3,1993,3,24
"268",3001,3,1993,3,24
"269",655,3,1993,3,24
"270",4093,3,1993,3,25
"271",3260,3,1993,3,25
"272",2528,3,1993,3,25
"273",2011,3,1993,3,25
"274",1721,3,1993,3,25
"275",1332,3,1993,3,25
"276",1402,3,1993,3,26
"277",3283,3,1993,3,26
"278",3781,3,1993,3,26
"279",7203,3,1993,3,26
"280",1065,3,1993,3,27
"281",3076,3,1993,3,27
"282",4347,3,1993,3,27
"283",1157,3,1993,3,27
"284",9403,2,1993,3,27
"285",1874,3,1993,3,27
"286",1115,3,1993,3,27
"287",3586,3,1993,3,27
"288",62,3,1993,3,28
"289",1771,3,1993,3,28
"290",5483,3,1993,3,28
"291",8330,3,1993,3,28
"292",187,3,1993,3,28
"293",423,3,1993,3,28
"294",6425,3,1993,3,29
"295",2493,3,1993,3,29
"296",2896,3,1993,3,30
"297",2245,3,1993,3,30
"298",3923,3,1993,3,30
"299",1898,3,1993,4,1
"300",3367,3,1993,4,1
"301",3391,3,1993,4,1
"302",8519,3,1993,4,2
"303",1780,3,1993,4,2
"304",3915,3,1993,4,2
"305",3980,3,1993,4,3
"306",4350,3,1993,4,4
"307",686,3,1993,4,4
"308",362,3,1993,4,4
"309",299,3,1993,4,5
"310",2488,3,1993,4,6
"311",2985,3,1993,4,6
"312",385,3,1993,4,7
"313",2817,3,1993,4,7
"314",2056,3,1993,4,7
"315",2002,3,1993,4,8
"316",748,3,1993,4,8
"317",220,3,1993,4,9
"318",1422,3,1993,4,9
"319",1147,3,1993,4,10
"320",3788,3,1993,4,10
"321",1891,3,1993,4,10
"322",1239,3,1993,4,10
"323",8321,3,1993,4,12
"324",3213,3,1993,4,12
"325",2838,2,1993,4,13
"326",3644,3,1993,4,13
"327",4318,2,1993,4,13
"328",2648,3,1993,4,13
"329",2313,2,1993,4,13
"330",5428,3,1993,4,14
"331",7123,1,1993,4,14
"332",279,3,1993,4,14
"333",104,3,1993,4,15
"334",497,3,1993,4,15
"335",1152,3,1993,4,15
"336",83,3,1993,4,16
"337",2008,3,1993,4,16
"338",3327,3,1993,4,16
"339",5740,3,1993,4,16
"340",8132,2,1993,4,17
"341",10738,2,1993,4,17
"342",2216,3,1993,4,17
"343",1815,3,1993,4,17
"344",2823,3,1993,4,18
"345",4321,3,1993,4,18
"346",1773,3,1993,4,19
"347",7454,3,1993,4,19
"348",188,3,1993,4,20
"349",10973,2,1993,4,20
"350",2599,3,1993,4,20
"351",1166,3,1993,4,21
"352",504,3,1993,4,21
"353",1518,3,1993,4,21
"354",2189,3,1993,4,22
"355",6040,3,1993,4,22
"356",2876,3,1993,4,22
"357",1505,3,1993,4,23
"358",6897,3,1993,4,23
"359",4377,3,1993,4,24
"360",717,3,1993,4,24
"361",9707,3,1993,4,24
"362",2814,3,1993,4,25
"363",3068,3,1993,4,25
"364",1476,3,1993,4,26
"365",897,3,1993,4,26
"366",977,3,1993,4,26
"367",2639,3,1993,4,26
"368",1032,3,1993,4,26
"369",928,3,1993,4,26
"370",168,3,1993,4,27
"371",2175,3,1993,4,27
"372",10105,3,1993,4,28
"373",1392,3,1993,4,28
"374",3697,3,1993,4,29
"375",5313,3,1993,4,29
"376",2222,3,1993,5,1
"377",2641,3,1993,5,2
"378",5423,3,1993,5,2
"379",2609,3,1993,5,3
"380",5472,3,1993,5,4
"381",2932,3,1993,5,4
"382",4254,3,1993,5,4
"383",3965,3,1993,5,4
"384",10656,3,1993,5,5
"385",887,3,1993,5,5
"386",4743,3,1993,5,5
"387",1048,3,1993,5,5
"388",1671,3,1993,5,5
"389",1236,3,1993,5,5
"390",1822,3,1993,5,5
"391",3316,3,1993,5,6
"392",2037,3,1993,5,6
"393",10079,3,1993,5,6
"394",3999,3,1993,5,6
"395",551,3,1993,5,7
"396",1200,3,1993,5,7
"397",1161,3,1993,5,8
"398",5372,3,1993,5,8
"399",3050,3,1993,5,8
"400",1784,3,1993,5,8
"401",1603,3,1993,5,9
"402",1887,3,1993,5,9
"403",1644,3,1993,5,9
"404",1658,3,1993,5,10
"405",44,3,1993,5,10
"406",1039,2,1993,5,10
"407",1071,2,1993,5,10
"408",2410,3,1993,5,11
"409",2523,3,1993,5,11
"410",790,3,1993,5,11
"411",2583,3,1993,5,11
"412",1782,3,1993,5,12
"413",751,3,1993,5,12
"414",2061,3,1993,5,12
"415",8261,3,1993,5,12
"416",2321,3,1993,5,13
"417",1334,3,1993,5,14
"418",3649,3,1993,5,14
"419",555,3,1993,5,15
"420",3173,3,1993,5,15
"421",863,3,1993,5,16
"422",3181,3,1993,5,16
"423",3210,3,1993,5,17
"424",489,3,1993,5,17
"425",947,3,1993,5,17
"426",3284,3,1993,5,17
"427",1610,3,1993,5,17
"428",4225,3,1993,5,18
"429",1412,3,1993,5,18
"430",1937,3,1993,5,18
"431",991,3,1993,5,18
"432",1180,3,1993,5,19
"433",2758,3,1993,5,19
"434",2711,3,1993,5,19
"435",1652,3,1993,5,20
"436",3099,3,1993,5,20
"437",11111,3,1993,5,20
"438",9591,3,1993,5,20
"439",9828,3,1993,5,20
"440",5385,2,1993,5,21
"441",23,3,1993,5,22
"442",2645,3,1993,5,22
"443",2991,3,1993,5,22
"444",3469,3,1993,5,22
"445",1851,3,1993,5,23
"446",3844,3,1993,5,23
"447",1442,3,1993,5,23
"448",3064,3,1993,5,23
"449",3558,3,1993,5,23
"450",1534,3,1993,5,24
"451",334,3,1993,5,24
"452",1786,3,1993,5,25
"453",1272,2,1993,5,25
"454",2436,3,1993,5,25
"455",3796,3,1993,5,25
"456",119,3,1993,5,25
"457",3063,3,1993,5,26
"458",18,2,1993,5,26
"459",11320,3,1993,5,26
"460",3888,3,1993,5,27
"461",1584,3,1993,5,27
"462",5546,3,1993,5,28
"463",2029,3,1993,5,29
"464",10911,2,1993,5,29
"465",2467,3,1993,5,29
"466",2962,3,1993,5,30
"467",165,3,1993,6,1
"468",1617,3,1993,6,1
"469",327,3,1993,6,2
"470",2068,3,1993,6,2
"471",4448,3,1993,6,2
"472",640,3,1993,6,2
"473",510,2,1993,6,2
"474",2534,3,1993,6,3
"475",1018,3,1993,6,3
"476",1285,3,1993,6,4
"477",3670,3,1993,6,4
"478",1743,3,1993,6,4
"479",3072,3,1993,6,5
"480",2146,3,1993,6,5
"481",4576,3,1993,6,5
"482",3258,3,1993,6,5
"483",2176,3,1993,6,6
"484",8934,3,1993,6,6
"485",1999,3,1993,6,6
"486",2741,3,1993,6,7
"487",4427,3,1993,6,7
"488",3682,3,1993,6,7
"489",2862,3,1993,6,7
"490",3032,3,1993,6,7
"491",701,3,1993,6,8
"492",6281,3,1993,6,8
"493",306,3,1993,6,8
"494",1207,3,1993,6,8
"495",1247,3,1993,6,8
"496",5343,3,1993,6,8
"497",5129,3,1993,6,8
"498",3713,2,1993,6,8
"499",2327,3,1993,6,8
"500",774,3,1993,6,8
"501",1990,3,1993,6,9
"502",2388,3,1993,6,9
"503",3566,3,1993,6,9
"504",10266,3,1993,6,10
"505",3771,3,1993,6,11
"506",1978,2,1993,6,11
"507",2022,3,1993,6,11
"508",3542,3,1993,6,11
"509",1515,3,1993,6,11
"510",4171,3,1993,6,12
"511",433,3,1993,6,12
"512",1373,3,1993,6,12
"513",3246,3,1993,6,14
"514",1475,2,1993,6,14
"515",3133,3,1993,6,14
"516",2779,3,1993,6,15
"517",135,3,1993,6,15
"518",446,3,1993,6,15
"519",9093,3,1993,6,16
"520",432,3,1993,6,16
"521",2880,3,1993,6,16
"522",5767,3,1993,6,16
"523",1998,3,1993,6,17
"524",2554,3,1993,6,18
"525",2933,3,1993,6,18
"526",773,3,1993,6,19
"527",4894,3,1993,6,20
"528",3969,3,1993,6,20
"529",1277,3,1993,6,20
"530",5120,3,1993,6,21
"531",738,3,1993,6,21
"532",1299,3,1993,6,21
"533",148,3,1993,6,21
"534",899,3,1993,6,21
"535",3521,3,1993,6,22
"536",3786,3,1993,6,22
"537",886,3,1993,6,23
"538",5228,1,1993,6,23
"539",702,3,1993,6,23
"540",300,3,1993,6,23
"541",1451,3,1993,6,24
"542",2940,3,1993,6,24
"543",1837,3,1993,6,24
"544",3954,3,1993,6,25
"545",885,3,1993,6,25
"546",2697,3,1993,6,26
"547",8129,3,1993,6,26
"548",1930,3,1993,6,27
"549",2411,3,1993,6,27
"550",3775,3,1993,6,27
"551",9034,3,1993,6,28
"552",902,3,1993,6,29
"553",630,3,1993,6,29
"554",3096,3,1993,6,29
"555",2552,3,1993,7,1
"556",3435,3,1993,7,1
"557",5215,3,1993,7,1
"558",36,3,1993,7,1
"559",2687,3,1993,7,1
"560",1861,3,1993,7,2
"561",2464,1,1993,7,2
"562",2736,3,1993,7,2
"563",1145,3,1993,7,3
"564",2298,3,1993,7,3
"565",929,3,1993,7,3
"566",381,3,1993,7,4
"567",3778,3,1993,7,4
"568",1118,3,1993,7,4
"569",4352,3,1993,7,5
"570",1322,3,1993,7,5
"571",1852,3,1993,7,5
"572",8173,3,1993,7,5
"573",2705,1,1993,7,5
"574",9472,2,1993,7,6
"575",368,3,1993,7,6
"576",1425,3,1993,7,6
"577",8027,2,1993,7,7
"578",3261,3,1993,7,7
"579",35,3,1993,7,7
"580",2186,3,1993,7,7
"581",1566,3,1993,7,7
"582",78,3,1993,7,7
"583",3939,3,1993,7,8
"584",2584,3,1993,7,8
"585",2336,3,1993,7,8
"586",2078,3,1993,7,8
"587",3882,3,1993,7,9
"588",4159,3,1993,7,9
"589",907,3,1993,7,9
"590",1411,3,1993,7,9
"591",1684,2,1993,7,10
"592",3748,3,1993,7,10
"593",2213,3,1993,7,11
"594",1062,3,1993,7,11
"595",273,1,1993,7,11
"596",10320,3,1993,7,11
"597",1416,2,1993,7,12
"598",3277,3,1993,7,12
"599",1892,3,1993,7,13
"600",3413,3,1993,7,13
"601",3654,3,1993,7,13
"602",3000,3,1993,7,14
"603",3955,3,1993,7,14
"604",1544,3,1993,7,14
"605",9703,3,1993,7,15
"606",234,3,1993,7,15
"607",3241,3,1993,7,16
"608",3465,3,1993,7,16
"609",3152,3,1993,7,16
"610",1497,3,1993,7,16
"611",3078,3,1993,7,16
"612",400,3,1993,7,17
"613",1902,2,1993,7,17
"614",757,3,1993,7,19
"615",1116,3,1993,7,20
"616",5700,3,1993,7,20
"617",3267,3,1993,7,21
"618",3222,3,1993,7,21
"619",408,3,1993,7,21
"620",2818,3,1993,7,21
"621",6273,3,1993,7,21
"622",2513,3,1993,7,22
"623",3493,3,1993,7,22
"624",1201,3,1993,7,23
"625",4478,3,1993,7,23
"626",2915,3,1993,7,23
"627",9833,3,1993,7,24
"628",2253,3,1993,7,24
"629",1069,3,1993,7,24
"630",207,3,1993,7,25
"631",3212,3,1993,7,25
"632",4035,3,1993,7,25
"633",1268,3,1993,7,25
"634",3287,3,1993,7,26
"635",6226,2,1993,7,26
"636",2123,3,1993,7,26
"637",3982,3,1993,7,27
"638",2701,3,1993,7,27
"639",3629,3,1993,7,27
"640",2841,3,1993,7,27
"641",563,3,1993,7,27
"642",2732,3,1993,7,27
"643",1297,3,1993,7,27
"644",7485,3,1993,7,28
"645",2088,3,1993,7,28
"646",225,3,1993,7,28
"647",1630,3,1993,7,28
"648",403,3,1993,7,29
"649",445,2,1993,7,29
"650",186,2,1993,7,29
"651",3720,3,1993,7,30
"652",574,3,1993,7,30
"653",1429,3,1993,7,30
"654",3580,3,1993,8,1
"655",7819,3,1993,8,1
"656",759,3,1993,8,1
"657",6363,3,1993,8,1
"658",3738,3,1993,8,1
"659",4000,3,1993,8,2
"660",9041,3,1993,8,3
"661",2620,3,1993,8,3
"662",3609,3,1993,8,3
"663",1382,3,1993,8,3
"664",930,3,1993,8,3
"665",1925,3,1993,8,3
"666",1834,3,1993,8,3
"667",1507,3,1993,8,3
"668",7857,3,1993,8,4
"669",6636,2,1993,8,4
"670",601,3,1993,8,4
"671",3298,3,1993,8,4
"672",2938,3,1993,8,4
"673",2199,3,1993,8,4
"674",3745,3,1993,8,4
"675",3699,3,1993,8,5
"676",816,3,1993,8,5
"677",3656,3,1993,8,6
"678",2038,3,1993,8,6
"679",2542,3,1993,8,7
"680",1136,3,1993,8,7
"681",1589,3,1993,8,7
"682",3136,3,1993,8,7
"683",3547,3,1993,8,7
"684",26,3,1993,8,8
"685",657,3,1993,8,8
"686",3538,3,1993,8,8
"687",2167,3,1993,8,8
"688",3127,3,1993,8,8
"689",47,3,1993,8,8
"690",3850,3,1993,8,9
"691",5366,3,1993,8,9
"692",747,3,1993,8,9
"693",3166,3,1993,8,10
"694",11021,3,1993,8,10
"695",1701,3,1993,8,10
"696",3613,3,1993,8,10
"697",3600,3,1993,8,10
"698",3792,3,1993,8,11
"699",523,3,1993,8,11
"700",3808,3,1993,8,11
"701",1401,3,1993,8,12
"702",541,3,1993,8,12
"703",1023,3,1993,8,13
"704",3683,3,1993,8,13
"705",3220,3,1993,8,14
"706",1779,3,1993,8,15
"707",1912,3,1993,8,15
"708",238,3,1993,8,15
"709",3113,3,1993,8,16
"710",5481,3,1993,8,16
"711",3035,2,1993,8,16
"712",942,3,1993,8,16
"713",3221,3,1993,8,17
"714",2616,3,1993,8,17
"715",2137,1,1993,8,17
"716",978,3,1993,8,18
"717",2771,3,1993,8,18
"718",3891,3,1993,8,18
"719",9236,3,1993,8,18
"720",274,3,1993,8,20
"721",552,3,1993,8,20
"722",2417,3,1993,8,20
"723",3868,3,1993,8,21
"724",9869,3,1993,8,21
"725",1875,3,1993,8,21
"726",8212,1,1993,8,21
"727",3477,3,1993,8,22
"728",1513,3,1993,8,23
"729",3053,3,1993,8,23
"730",1057,3,1993,8,23
"731",6030,3,1993,8,24
"732",3407,3,1993,8,24
"733",1761,3,1993,8,24
"734",3306,3,1993,8,24
"735",162,3,1993,8,25
"736",5011,3,1993,8,25
"737",965,3,1993,8,25
"738",1305,3,1993,8,25
"739",815,3,1993,8,25
"740",1449,3,1993,8,26
"741",950,3,1993,8,26
"742",3361,3,1993,8,26
"743",3837,1,1993,8,26
"744",33,3,1993,8,26
"745",2894,3,1993,8,28
"746",2510,3,1993,8,28
"747",389,3,1993,8,28
"748",6051,3,1993,8,28
"749",730,3,1993,8,28
"750",1694,2,1993,8,29
"751",721,3,1993,8,29
"752",1106,2,1993,8,29
"753",3319,3,1993,8,29
"754",10451,3,1993,8,29
"755",172,3,1993,8,30
"756",3920,3,1993,9,1
"757",3011,3,1993,9,1
"758",1337,3,1993,9,1
"759",2592,3,1993,9,1
"760",146,3,1993,9,2
"761",2576,3,1993,9,2
"762",3195,3,1993,9,2
"763",8073,1,1993,9,3
"764",4463,3,1993,9,3
"765",2082,3,1993,9,3
"766",2020,3,1993,9,4
"767",160,3,1993,9,4
"768",7607,3,1993,9,5
"769",117,3,1993,9,5
"770",3509,3,1993,9,5
"771",151,3,1993,9,6
"772",1719,3,1993,9,6
"773",3456,3,1993,9,6
"774",2951,3,1993,9,6
"775",7190,3,1993,9,6
"776",1827,3,1993,9,6
"777",1689,3,1993,9,7
"778",1197,3,1993,9,7
"779",5952,3,1993,9,7
"780",6930,3,1993,9,8
"781",1107,3,1993,9,8
"782",8475,3,1993,9,8
"783",3575,3,1993,9,8
"784",2691,3,1993,9,8
"785",3323,3,1993,9,8
"786",2428,3,1993,9,8
"787",2649,3,1993,9,8
"788",2907,3,1993,9,9
"789",1091,3,1993,9,9
"790",1487,3,1993,9,10
"791",3157,3,1993,9,10
"792",4414,3,1993,9,10
"793",2302,3,1993,9,10
"794",1410,3,1993,9,11
"795",1146,3,1993,9,12
"796",8564,3,1993,9,12
"797",750,3,1993,9,12
"798",2150,3,1993,9,12
"799",10940,3,1993,9,13
"800",9337,3,1993,9,13
"801",861,3,1993,9,13
"802",10440,3,1993,9,13
"803",10036,3,1993,9,13
"804",1234,3,1993,9,13
"805",7774,1,1993,9,14
"806",1547,3,1993,9,14
"807",1079,3,1993,9,14
"808",3863,3,1993,9,14
"809",3480,3,1993,9,14
"810",2671,3,1993,9,15
"811",1705,3,1993,9,15
"812",3028,3,1993,9,15
"813",3310,3,1993,9,15
"814",6715,2,1993,9,15
"815",3255,3,1993,9,15
"816",3751,3,1993,9,15
"817",2987,3,1993,9,16
"818",857,3,1993,9,16
"819",3042,3,1993,9,16
"820",2695,3,1993,9,16
"821",2849,3,1993,9,16
"822",2802,3,1993,9,16
"823",34,2,1993,9,17
"824",7133,3,1993,9,17
"825",699,3,1993,9,17
"826",2282,2,1993,9,17
"827",8489,3,1993,9,18
"828",837,3,1993,9,18
"829",8759,3,1993,9,18
"830",1602,3,1993,9,19
"831",2958,3,1993,9,19
"832",3408,3,1993,9,19
"833",153,3,1993,9,19
"834",3268,3,1993,9,20
"835",854,3,1993,9,21
"836",1831,3,1993,9,21
"837",39,3,1993,9,22
"838",1811,3,1993,9,22
"839",3822,3,1993,9,22
"840",1404,2,1993,9,22
"841",517,3,1993,9,22
"842",1440,3,1993,9,22
"843",3505,3,1993,9,23
"844",1804,2,1993,9,23
"845",2617,3,1993,9,24
"846",467,3,1993,9,24
"847",4437,3,1993,9,24
"848",1453,2,1993,9,25
"849",3977,3,1993,9,25
"850",8982,3,1993,9,25
"851",27,3,1993,9,26
"852",4511,3,1993,9,26
"853",1052,3,1993,9,27
"854",10227,1,1993,9,27
"855",3171,3,1993,9,28
"856",228,3,1993,9,28
"857",3618,3,1993,9,29
"858",1016,3,1993,9,29
"859",15,3,1993,10,2
"860",3237,3,1993,10,2
"861",1485,3,1993,10,3
"862",7769,3,1993,10,3
"863",2613,3,1993,10,3
"864",2201,3,1993,10,5
"865",1896,3,1993,10,5
"866",5387,3,1993,10,5
"867",3535,3,1993,10,5
"868",1120,3,1993,10,5
"869",235,3,1993,10,6
"870",3701,3,1993,10,6
"871",1516,3,1993,10,8
"872",4543,3,1993,10,8
"873",2427,2,1993,10,8
"874",1981,3,1993,10,8
"875",8566,3,1993,10,8
"876",678,3,1993,10,8
"877",4659,3,1993,10,8
"878",4059,3,1993,10,8
"879",4013,1,1993,10,8
"880",7011,3,1993,10,8
"881",2132,3,1993,10,8
"882",1816,3,1993,10,8
"883",2623,3,1993,10,9
"884",2793,3,1993,10,9
"885",2479,3,1993,10,9
"886",11135,3,1993,10,10
"887",8041,3,1993,10,10
"888",492,3,1993,10,10
"889",799,3,1993,10,10
"890",3972,3,1993,10,11
"891",1468,3,1993,10,11
"892",624,3,1993,10,11
"893",3483,3,1993,10,12
"894",4260,3,1993,10,14
"895",616,3,1993,10,14
"896",931,3,1993,10,15
"897",102,3,1993,10,16
"898",540,3,1993,10,16
"899",2660,2,1993,10,17
"900",4287,3,1993,10,17
"901",3551,3,1993,10,17
"902",2072,3,1993,10,17
"903",4119,3,1993,10,18
"904",1345,3,1993,10,19
"905",1565,3,1993,10,20
"906",2824,3,1993,10,20
"907",2052,3,1993,10,20
"908",1767,3,1993,10,20
"909",2140,3,1993,10,21
"910",1051,3,1993,10,21
"911",3927,3,1993,10,22
"912",2050,3,1993,10,22
"913",2276,3,1993,10,22
"914",126,3,1993,10,23
"915",2859,3,1993,10,23
"916",2667,3,1993,10,23
"917",1789,3,1993,10,23
"918",838,3,1993,10,23
"919",3264,3,1993,10,23
"920",198,3,1993,10,25
"921",2345,3,1993,10,25
"922",5256,1,1993,10,25
"923",40,3,1993,10,25
"924",419,3,1993,10,25
"925",3892,3,1993,10,25
"926",1217,3,1993,10,25
"927",397,3,1993,10,26
"928",3146,3,1993,10,26
"929",287,3,1993,10,27
"930",2180,3,1993,10,27
"931",354,3,1993,10,28
"932",259,3,1993,10,28
"933",1666,3,1993,10,30
"934",1495,3,1993,11,1
"935",2582,3,1993,11,1
"936",4470,3,1993,11,1
"937",1381,3,1993,11,1
"938",2435,3,1993,11,1
"939",542,3,1993,11,1
"940",1123,3,1993,11,1
"941",3225,3,1993,11,1
"942",1133,3,1993,11,1
"943",3086,3,1993,11,2
