"" "loan_id" "amount" "duration" "payments" "status" "loan_year" "loan_month" "frequency" "account_days" "n_clients" "gender" "age" "has_card" "inhabitants" "municipalities_inhabitants_under_499" "municipalities_inhabitants_500_1999" "municipalities_inhabitants_2000_9999" "municipalities_inhabitants_over_10000" "cities" "ratio_urban_inhabitants" "average_salary" "unemploymant_rate_95" "unemploymant_rate_96" "enterpreneurs_per_1000" "commited_crimes_95" "commited_crimes_96" "n_operation" "n_credit" "n_withdrawal" "ratio_credit" "ratio_withdrawal" "n_collect_bank" "n_withdraw_card" "n_credit_cash" "n_interest" "n_remittance_bank" "n_withdraw_cash" "ratio_collect_bank" "ratio_withdraw_card" "ratio_credit_cash" "ratio_interest" "ratio_remittance_bank" "ratio_withdraw_cash" "amount_min" "amount_max" "amount_mean" "amount_std" "balance_min" "balance_max" "balance_mean" "balance_std" "n_sanctions"
"gender" 0.14260817856403 0.0502962594393902 0.100832748628639 -0.0206968675929613 0.0224871423498344 0.0266051508187381 0.0408111846096877 0.0555777604741421 0.0517474973799996 -0.0574608768329969 1 0.0548139218900301 0.11627888684047 0.096401680679926 -0.0301468807667372 -0.0145638128630843 -0.0437713356594071 -0.0326975497556509 -0.0577658977100894 0.0790083575535086 0.0868395595258603 -0.0411158707770076 -0.056061225198314 0.0591895267874905 0.0931309200373661 0.0903376875808635 0.0462495270121134 -0.0706218601271812 0.0839491017815377 -0.109193434940029 0.109193434940026 -0.00439203263157122 0.0423891536959559 -0.0102054519606649 -0.0848061236097981 0.0584773653941813 0.0719783020270972 -0.0267754976424104 0.0564675892174852 -0.0546258992708923 -0.0592370947679816 0.060684653985699 0.0697846263032881 -0.00909171168617533 -0.00948053575124639 -0.0920493265596263 -0.0336790144956135 -0.032971615746479 -0.0106742390525935 -0.066849621193862 -0.0391349449082589 -0.0419034509946327
"age" -0.117845254515309 -0.0469089439401793 -0.00786910285475861 -0.0351595027111335 -0.0268150527556187 0.057716534721109 -0.0631532900001788 0.0308006326365643 -0.0699554777231085 -0.0485589755845451 0.0548139218900301 1 -0.058617881283702 0.0485345488718181 0.0693460455591599 -0.0547616393505638 -0.0152311483734866 -0.0223613819173359 0.0493987387906989 0.0522725716744473 0.0393752774396826 -0.0658337838830224 -0.0693462343522029 0.0348851830146345 0.049754563673759 0.0508432226134456 -0.016862008334445 0.00815968940132813 -0.0233797358593893 0.0334739588941564 -0.0334739588941596 0.0531100804664763 -0.0388335661854259 -0.0420720846461489 0.0267140625309921 -0.00475921176077002 -0.0282067108948226 0.0730848532597319 -0.0482992757085354 -0.0417024260984129 0.0474527201244068 -0.00286819530812418 -0.0337771047955889 -0.0122676130632236 -0.00466771259137883 0.0512301173245796 0.016470957349699 0.0867232269597312 -0.0250017343221735 -0.0502860409061701 -0.0163164285649962 -0.0851233119765376
"has_card" 0.0655772678164751 0.00959045107136028 0.00163146544121526 0.0203091713454721 0.0752351988469193 0.121256934516038 0.026718605094301 -0.0332071060544339 0.0771512538815396 0.0195470065435889 0.11627888684047 -0.058617881283702 1 -0.0659901948093485 0.0375889473859488 0.100922240257439 0.0611917808348634 0.00913712345977291 0.08096762735205 -0.0616518013264301 -0.0760492240447069 0.0514816338297409 0.0565931233198726 -0.088783446881586 -0.0676060665956086 -0.0680377887316271 0.0841976038036829 -0.0739399886718525 0.13038317380084 -0.128452723528437 0.128452723528437 0.061605654528517 0.655393737740867 -0.0726266672380843 -0.0535734919535337 0.110184867185091 0.0756942580555698 0.0337411794131898 0.572446332972591 -0.10327238966424 -0.0764805957791614 0.0963935866159217 0.0254932659565837 -0.0612432915927155 0.103899567185053 -0.0713993221371716 0.0573660161363088 -0.0204258294203567 0.0718078040605723 0.0648351600672857 0.0431389161937623 -0.0291326370267831
"inhabitants" 0.0346349490792704 -0.00660835321003303 -0.0746068908494968 0.0138454496191873 -0.00789050318194953 -0.0121956625183591 0.00576780623278158 0.00260886398991936 0.0264116313912068 0.00413048516153018 0.096401680679926 0.0485345488718181 -0.0659901948093485 1 -0.517597534131128 -0.526968169427789 -0.462733029025564 -0.16906271528003 -0.595127591690244 0.695179460791543 0.910692306174456 -0.479388201782488 -0.498661887316183 0.706684906538184 0.995650561853561 0.994747575290053 -0.0128678983269301 -0.0156520476648136 -0.00885159284849885 -0.0177093181807998 0.0177093181808002 -0.00928720815763426 -0.0353623401348981 -0.0349708955625645 0.0518984715807208 0.00678491808775058 -0.0167399549533576 -0.021645954849003 -0.0318035822191526 -0.024457148549752 0.0397862627924984 0.0301638982480759 -0.00461382207051677 0.0109083195486799 -0.0287747635341439 -0.024827986276298 -0.0122875711375307 0.0474716712240527 -0.0432389640628101 -0.0274000373635517 -0.03251247392768 -0.0222549291636877
"municipalities_inhabitants_under_499" -0.00816112663888912 0.0631764294598594 0.0630879899158026 0.0457095466184631 0.0742960144844437 0.0402802850199961 -0.0628898100839222 0.103777953553734 0.064939101640727 -0.0029080031929422 -0.0301468807667372 0.0693460455591599 0.0375889473859488 -0.517597534131128 1 0.436325360991583 0.125049719827003 -0.082663748703574 0.368446825857057 -0.612561911636096 -0.598642728723404 0.0733780297968549 0.0546614212669717 -0.303534788650823 -0.507080595161467 -0.496216073434381 0.053225256227704 0.00521551769029109 0.0610721383632133 -0.0522678589418499 0.0522678589418461 0.0923162049649785 0.00628100651903373 -0.0250278162861879 -0.0566539897666696 0.0406337710968847 0.0547379049361733 0.106010951698593 0.0115963688958956 -0.0779237813971204 -0.0760990291564687 0.0275705834830118 0.0357864014928083 -0.0198011588620683 0.0023898870658742 -0.0203368821471087 0.0205221009584558 0.0241709552260264 0.0341847402037846 0.0624757227007822 0.01139292584236 -0.0752975784374446
"municipalities_inhabitants_500_1999" 0.00682863579139184 0.0861578083280361 0.0600945496831568 0.072741449166323 0.0353893119256664 -0.0170493689839422 0.0702759392107362 0.0228547157554835 -0.0379186824850013 0.0389466449171086 -0.0145638128630843 -0.0547616393505638 0.100922240257439 -0.526968169427789 0.436325360991583 1 0.702024686031762 0.147689394156194 0.576802877597506 -0.750337595840031 -0.621808934044048 0.0945596529535908 0.0967471593793719 -0.306963217898455 -0.552222389376067 -0.545491690036078 -0.00613074906652581 0.013274722430315 -0.012736097117392 0.0455045008644111 -0.0455045008644121 0.0156342657779007 0.0512747165225887 0.0269284946652725 -0.0482888216566193 -0.0261901591249628 0.000738569608536484 0.0456405033119543 0.125696550866623 0.0176790363180292 -0.00740054274665475 -0.0437689106284427 -0.0220396526951936 0.00751990046044565 -0.00165210848513205 0.0936186519707527 0.0147229924007133 -0.0259407615587045 0.0299303272330151 0.0645131542479324 0.00867352362360022 -0.019540764000703
"municipalities_inhabitants_2000_9999" 0.00414723377867124 -0.00908989157116464 0.0124161187465183 0.0148244424169129 0.0299733989970279 -0.0265905355655329 0.116111975808121 0.0757497516992208 -0.0471813211433925 -0.0148558173647211 -0.0437713356594071 -0.0152311483734866 0.0611917808348634 -0.462733029025564 0.125049719827003 0.702024686031762 1 0.182974419177609 0.695773427888771 -0.554787465107742 -0.472229303990276 0.0944585984366663 0.113002416281987 -0.363555922394081 -0.500895909372782 -0.496844705471511 0.0154011851077335 0.0430763814484234 0.000591552933553602 0.0288919248473489 -0.0288919248473505 -0.00413422954472992 0.0700503293539435 0.0294931321429805 0.0167610069643659 -0.0308012612030182 0.0227273348282802 0.0106450322473725 0.131033802214706 0.0123386735598216 0.0152771852781644 -0.0427288036121962 -0.00368584185319704 0.0534344259164486 -0.0458942732542735 0.0410964878243826 -0.047063983025189 -0.0560720783353935 -0.0273058566397856 0.0107656643370778 -0.048601169930098 -0.0288793681478141
"municipalities_inhabitants_over_10000" 0.0187004212800559 -0.014764156277544 -0.00663527024700374 0.0324683003315103 0.040205788633886 0.109343124523277 -0.0499642097791394 -0.0120602925146464 -0.062041642659272 -0.00355161036018315 -0.0326975497556509 -0.0223613819173359 0.00913712345977291 -0.16906271528003 -0.082663748703574 0.147689394156194 0.182974419177609 1 0.296346373639766 0.0826446914538184 -0.168329824017549 0.477044030170156 0.481730479884754 -0.438355572882813 -0.208322776099794 -0.211744221897925 0.0113239297581583 0.0598023291094424 -0.0111237525252241 0.0348335149027077 -0.0348335149027147 0.0254214571021395 -0.118604042309601 -0.00728955311928111 0.0752437245776816 -0.0300605778022311 0.0120877955840474 0.0593256429355137 -0.116463009493538 -0.0453049758864945 0.0729719586863347 -0.0390561233251709 0.00236590798063087 -0.163401207745473 0.124180944846401 0.0685390440885859 0.14378430285309 0.0525108266190662 0.155146831138319 0.139156071125144 0.146159293823764 -0.101524864411748
"cities" -0.0176317972859056 -0.0230234516840537 -0.0166769657540862 0.036774353655955 0.0824988589249221 0.0350315055209907 0.00952303774903875 0.0950978485995914 0.0636218523429097 0.0262930876697037 -0.0577658977100894 0.0493987387906989 0.08096762735205 -0.595127591690244 0.368446825857057 0.576802877597506 0.695773427888771 0.296346373639766 1 -0.442009934640492 -0.592059741851345 0.119195616713849 0.129970441926058 -0.352609609470818 -0.613562252706571 -0.606473253644656 0.134157147727299 0.105455439114695 0.116005197808508 -0.0484995952353855 0.0484995952353826 0.00413280336028787 0.0388164983521211 0.0586604942987242 0.0489964520107976 0.0552112642071258 0.120397911058305 0.0103911983087345 0.0659157310567054 -0.0165287350210536 -0.0672615128605818 0.0212027913949689 0.03355996791748 -0.0560797763578833 0.0148893207765166 -0.0409480798407474 -0.0101619732263825 0.009153429710672 0.0696665721342018 0.0712665301240041 0.0384770927877947 -0.039193656815777
"ratio_urban_inhabitants" 0.0589912576966011 -0.0501114414170339 -0.0665843579445652 -0.0352004646099344 -0.0119793217789853 0.0360974275592952 -0.0376155648909154 -0.0192548426625953 0.0333618209206941 -0.0217367400577848 0.0790083575535086 0.0522725716744473 -0.0616518013264301 0.695179460791543 -0.612561911636096 -0.750337595840031 -0.554787465107742 0.0826446914538184 -0.442009934640492 1 0.784959400046956 -0.118600500545099 -0.131037637377707 0.370008127608827 0.679284119659959 0.667484270270864 0.00158591911515891 0.00854659667122225 -0.00162825833377653 -0.0177070431197463 0.0177070431197237 -0.0500874128828782 -0.0538408663904372 -0.00298175085191546 0.0790270460719088 0.00693789911385059 -0.00590906984508036 -0.0612417468541557 -0.0841934219478404 0.000808181037406177 0.0410018985305274 0.0263792940632278 0.00234108976340761 -0.0514153952257927 0.0121733402272096 -0.0578928378879061 0.0122071783296242 0.0375828738056387 0.0183083444657466 -0.0224364715299317 0.027473214871424 -0.00649322827172709
"average_salary" 0.0429198104711286 -0.00440114370697648 -0.0743908702656652 0.0158149083336392 0.0131874126706846 -0.00966031599877762 0.0082969716012472 0.00127870252220334 -0.00861626969061601 -0.0208841641418148 0.0868395595258603 0.0393752774396826 -0.0760492240447069 0.910692306174456 -0.598642728723404 -0.621808934044048 -0.472229303990276 -0.168329824017549 -0.592059741851345 0.784959400046956 1 -0.377560758932218 -0.403907750820132 0.648210595330203 0.907016254763057 0.902413715934475 -0.0407130901088565 -0.00433758955473676 -0.0465722814409621 0.0151380051362091 -0.015138005136217 -0.0124687125390973 -0.0296326227590214 -0.0400387526879433 0.0825986761769445 -0.0313016525839035 -0.0406167487424011 -0.0230943417157093 -0.0369482719240528 -0.0123906335931439 0.0770278029193576 0.00078361677358363 -0.0161807818153345 -0.00218202245801712 -0.00678936336462355 -0.0182514815891328 0.00233371373313295 0.0711086541104325 -0.0283901678074767 -0.0259810860466824 -0.00645440445954466 0.0240497983018661
"unemploymant_rate_95" -0.00969255302060765 -0.0040336950520841 0.0238661950300707 -0.0105589836380052 -0.0091396422162353 0.0467739424287909 -0.0728010264446543 -0.0557252474525553 -0.049265706764003 -0.0358194103290612 -0.0411158707770076 -0.0658337838830224 0.0514816338297409 -0.479388201782488 0.0733780297968549 0.0945596529535908 0.0944585984366663 0.477044030170156 0.119195616713849 -0.118600500545099 -0.377560758932218 1 0.980521668144315 -0.755827442837681 -0.489063478375095 -0.493732158560176 -0.0432040123895463 -0.0597608088827206 -0.0267570342600412 0.0157633819599517 -0.015763381959953 -0.0353209776627032 -0.00553040806461143 0.0115187409518299 -0.071107957284969 0.0171268668733917 -0.0515016402199973 -0.00501617246965152 -0.0192785623619053 0.0124330350000591 0.0108778214431164 0.0171374515662864 -0.0331084792359036 -0.0941583654980267 0.101951248016917 0.0453828520431115 0.100650385522182 -0.0598804199165914 0.131447665860384 0.0736489397669586 0.124011458954445 -0.0144336643702669
"unemploymant_rate_96" -0.0162373506161393 0.0040347297229991 0.025955256487226 -0.00341583104550225 -0.0270564687691475 0.0620408631269122 -0.0553798289794777 -0.0741325618231531 -0.0486841299899731 -0.0299957382641679 -0.056061225198314 -0.0693462343522029 0.0565931233198726 -0.498661887316183 0.0546614212669717 0.0967471593793719 0.113002416281987 0.481730479884754 0.129970441926058 -0.131037637377707 -0.403907750820132 0.980521668144315 1 -0.755695474105924 -0.505996442729214 -0.512132478925022 -0.0395490758982392 -0.0436420242420877 -0.0290393891564269 0.0221028081116749 -0.0221028081116854 -0.0507896685103327 -0.00962137951215338 0.0291358942244729 -0.06028565024092 0.00649026249862964 -0.0462019013032968 -0.0225097341992862 -0.0206897521576619 0.0279076400269379 0.0146265259106417 0.00213943241415144 -0.0267503223270533 -0.0969736967033664 0.107333752632822 0.0493576382650465 0.100315336048174 -0.0829062175566853 0.129066273802539 0.0663977607116507 0.126611569174851 0.0081330613953219
"enterpreneurs_per_1000" 0.0160756101308113 0.00501745946353201 -0.0477798052463786 0.000449955687620727 0.0363889133346653 -0.0420103115538971 0.0646579392390185 0.0252990031850101 0.0573203337276062 0.0393034066677444 0.0591895267874905 0.0348851830146345 -0.088783446881586 0.706684906538184 -0.303534788650823 -0.306963217898455 -0.363555922394081 -0.438355572882813 -0.352609609470818 0.370008127608827 0.648210595330203 -0.755827442837681 -0.755695474105924 1 0.725496408187483 0.728403241091249 0.0544185798899724 0.0713656865002735 0.0353079826999543 -0.0280865379238917 0.0280865379238809 -0.006619454742699 -0.0485981210095852 0.00583231304136565 0.107324753582682 0.0293533736523846 0.0288529519089561 -0.0264066395012094 -0.0441443746834255 -0.0193572767397424 0.0179407871019207 0.0462501518935622 -0.00627726178275561 0.0713133197938186 -0.0875555251774025 -0.063056822935427 -0.0941125021161399 0.0889894395251201 -0.100499382965527 -0.0729466445642826 -0.0926832815559699 0.0351145537114383
"commited_crimes_95" 0.0278472202959398 -0.00639214041725559 -0.0792675098396335 0.0157329813520788 -0.0118059572126391 -0.0179217878260357 -0.00123604698360158 -0.00749288262082217 0.0298023931600945 0.00357213210249263 0.0931309200373661 0.049754563673759 -0.0676060665956086 0.995650561853561 -0.507080595161467 -0.552222389376067 -0.500895909372782 -0.208322776099794 -0.613562252706571 0.679284119659959 0.907016254763057 -0.489063478375095 -0.505996442729214 0.725496408187483 1 0.999611998887051 -0.0123833876325327 -0.0166002775832941 -0.00788651054275232 -0.0181771679190223 0.0181771679190226 -0.00792308530252725 -0.035168974661048 -0.0335123182016402 0.0460861907513937 0.00907329682705193 -0.0171799482530653 -0.0217845102757188 -0.0347588277523945 -0.0213707788359327 0.0334703638762938 0.0316301916079001 -0.00520959689991874 0.0111447582962245 -0.0273191598371431 -0.0252869628468891 -0.0118968868158718 0.0489751489921653 -0.044458920687574 -0.0297498993024294 -0.0300263590653097 -0.0137555099767718
"commited_crimes_96" 0.0266010311130661 -0.00768028728030266 -0.0795155239597837 0.0155680160293544 -0.009724733791639 -0.0194752897304974 -0.00295092865825556 -0.00505862504754708 0.0297269705030426 0.00669420774581094 0.0903376875808635 0.0508432226134456 -0.0680377887316271 0.994747575290053 -0.496216073434381 -0.545491690036078 -0.496844705471511 -0.211744221897925 -0.606473253644656 0.667484270270864 0.902413715934475 -0.493732158560176 -0.512132478925022 0.728403241091249 0.999611998887051 1 -0.0121476239143561 -0.0177556205789218 -0.00713175921663669 -0.0183161528194234 0.0183161528194237 -0.00607331638417846 -0.0368682115510612 -0.034927362389524 0.0447009289401335 0.0112082882718174 -0.0177318572087252 -0.0202429393031805 -0.035390571130265 -0.0218853002987544 0.0323187925319515 0.0336615439759836 -0.0068678389397871 0.0136901534556424 -0.0284609055940758 -0.0244300282855099 -0.0133328382251231 0.0538596761072597 -0.0459535514151565 -0.0295443040083513 -0.0315076786913477 -0.0191436328296849
"n_operation" 0.0775099376630158 0.0138845949854949 0.0174722913900509 0.00740966379937239 0.0822504625945727 0.0299189566797253 -0.139366790271606 0.047796480738556 0.534254783142976 0.0243044391097945 0.0462495270121134 -0.016862008334445 0.0841976038036829 -0.0128678983269301 0.053225256227704 -0.00613074906652581 0.0154011851077335 0.0113239297581583 0.134157147727299 0.00158591911515891 -0.0407130901088565 -0.0432040123895463 -0.0395490758982392 0.0544185798899724 -0.0123833876325327 -0.0121476239143561 1 0.593669548501031 0.943750232164293 -0.697966830295386 0.697966830295388 -0.0839924798973842 0.0697723955643182 0.364105679053277 0.34211574116909 0.632441884225601 0.843250196186041 -0.191598344806445 -0.0224737312518396 -0.275958512525145 -0.488378179768756 0.536008519874949 0.335594132160065 -0.376702269653172 0.221550236669607 -0.653427278902895 0.0450748443202264 0.0262413794767129 0.347181221781351 0.259361050367426 0.173807326972752 0.119137525100868
